pfam,prozant
PF00679,-7.448337534081623e-05
PF12973,-7.448337534081623e-05
PF02774,-0.0002809010897337605
PF12700,-0.00020584010268178072
PF06808,8.214052756283e-05
PF03349,-0.00011777525803042746
PF00108,8.864245636251684e-05
PF12318,0.0002387644304664763
PF08125,-0.00011777525803042746
PF03781,-8.024476450443755e-05
PF01618,-0.00011777525803042746
PF01597,-5.497758894175588e-05
PF00535,-7.37428357047508e-05
PF01494,-7.37428357047508e-05
PF01645,-0.00026139530333470017
PF06969,-0.00013003857599373564
PF03971,-7.37428357047508e-05
PF00817,-5.497758894175588e-05
PF01496,-0.0003364562903866799
PF01636,-0.00012353664719404886
PF08352,-0.00010477140043105388
PF02515,-0.00010477140043105388
PF00384,-0.00012353664719404886
PF03446,6.411582043590051e-05
PF06127,-1.0945166616079221e-05
PF13378,-0.00010477140043105388
PF01202,-2.320848457938737e-05
PF12392,-4.1973731342382324e-05
PF02811,0.00012691348952457207
PF05048,1.4322008946602481e-05
PF01557,-0.00011703471839436203
PF00128,-2.320848457938737e-05
PF00464,-4.1973731342382324e-05
PF02771,-7.950422486837218e-05
PF00027,-9.82694716313671e-05
PF03797,-0.00024839144573532657
PF00571,-0.00011703471839436203
PF13304,-0.00041727866660228095
PF00033,-0.000135799965157357
PF00676,-1.6706555779700595e-05
PF01039,-0.00011053278959467525
PF13426,0.0001521806650872538
PF02837,-0.00011053278959467525
PF01071,2.0586909832943315e-06
PF00206,3.958918450928421e-05
PF03435,-9.176754283168033e-05
PF13343,-0.00010403086079498848
PF05593,-2.8969873743008744e-05
PF00920,-8.526561403199355e-05
PF00543,-2.8969873743008744e-05
PF13847,8.560619782981108e-06
PF00496,-0.00010403086079498848
PF12806,-0.0001603266010839733
PF13442,-8.526561403199355e-05
PF13419,-0.00010403086079498848
PF05954,-4.773512050600367e-05
PF08240,-0.00010403086079498848
PF01909,-0.00010403086079498848
PF13377,-6.650036726899862e-05
PF00069,7.13582888716527e-05
PF10263,-5.999843846931182e-05
PF13276,-5.999843846931182e-05
PF01012,-7.876368523230677e-05
PF14307,-7.876368523230677e-05
PF11720,-0.00013505942552129155
PF00793,-7.876368523230677e-05
PF04262,-5.999843846931182e-05
PF00263,1.5062548582667911e-05
PF07733,-0.00017258991904728146
PF00490,-9.75289319953017e-05
PF00672,-3.4731262906630145e-05
PF02735,-9.102700319561495e-05
PF03358,-7.226175643262e-05
PF05275,2.156447738235466e-05
PF13489,-0.00018485323701058963
PF00078,-9.102700319561495e-05
PF04273,-6.575982763293322e-05
PF14559,-4.6994580869938295e-05
PF00118,-4.6994580869938295e-05
PF13586,-4.6994580869938295e-05
PF06834,-6.575982763293322e-05
PF00627,0.00010312739323402117
PF13589,-0.0001032903211589231
PF00884,-4.6994580869938295e-05
PF00725,-6.575982763293322e-05
PF00572,-4.6994580869938295e-05
PF07729,-8.452507439592815e-05
PF00577,-0.00014082081468491295
PF04314,-0.00015958606144790788
PF03471,-4.6994580869938295e-05
PF04444,-4.6994580869938295e-05
PF03746,-6.575982763293322e-05
PF00483,-8.452507439592815e-05
PF00107,-2.822933410694337e-05
PF02770,-2.822933410694337e-05
PF02844,-4.6994580869938295e-05
PF00239,-7.802314559624137e-05
PF00909,-5.9257898833246444e-05
PF00067,0.00014715981555969782
PF11112,-7.802314559624137e-05
PF00510,-5.9257898833246444e-05
PF02690,0.0001283945687967029
PF06123,-4.049265207025152e-05
PF13385,0.00014715981555969782
PF00119,-5.9257898833246444e-05
PF00589,-2.1727405307256565e-05
PF00857,-7.802314559624137e-05
PF02779,-4.049265207025152e-05
PF00361,1.5803088218733287e-05
PF05221,-5.9257898833246444e-05
PF01391,0.00014715981555969782
PF00364,-2.1727405307256565e-05
PF00440,1.5803088218733287e-05
PF02769,-7.802314559624137e-05
PF00393,-9.028646355954952e-05
PF00043,-7.15212167965546e-05
PF04984,-0.0005406523858714279
PF01546,-3.3990723270564715e-05
PF12833,-5.275597003355967e-05
PF02852,-3.3990723270564715e-05
PF00565,-5.275597003355967e-05
PF03874,-3.3990723270564715e-05
PF02086,-7.15212167965546e-05
PF01855,4.1070263781415e-05
PF00724,-7.15212167965546e-05
PF00881,-7.15212167965546e-05
PF00109,-5.275597003355967e-05
PF00476,-5.275597003355967e-05
PF01755,-5.275597003355967e-05
PF01925,-7.15212167965546e-05
PF01037,-3.3990723270564715e-05
PF05662,0.00013489649759638967
PF00478,-5.275597003355967e-05
PF02696,-7.15212167965546e-05
PF00813,0.00011613125083339475
PF01326,-7.15212167965546e-05
PF00154,-7.15212167965546e-05
PF00124,-6.501928799686782e-05
PF00487,-8.723547707883012e-06
PF06271,-4.6254041233872865e-05
PF00860,-4.6254041233872865e-05
PF03237,-0.00010254978152285767
PF00389,-0.00015884552181184248
PF01435,-6.501928799686782e-05
PF04199,-0.00010254978152285767
PF13379,-4.6254041233872865e-05
PF02075,2.8806945818106853e-05
PF02698,-8.378453475986274e-05
PF00668,-4.6254041233872865e-05
PF01656,-6.501928799686782e-05
PF12275,-6.501928799686782e-05
PF00176,-0.00010254978152285767
PF02746,-6.501928799686782e-05
PF00775,-6.501928799686782e-05
PF00923,-6.501928799686782e-05
PF02627,-4.6254041233872865e-05
PF01041,-6.501928799686782e-05
PF06067,-4.6254041233872865e-05
PF00365,0.00012263317963308152
PF00516,0.00012263317963308152
PF01323,0.00012263317963308152
PF03069,-6.501928799686782e-05
PF13640,0.00012263317963308152
PF01526,-6.501928799686782e-05
PF13302,-5.8517359197181014e-05
PF02668,-2.0986865671191162e-05
PF04285,-3.975211243418609e-05
PF00885,-5.8517359197181014e-05
PF01098,-3.975211243418609e-05
PF12974,-2.0986865671191162e-05
PF03796,-5.8517359197181014e-05
PF00121,-3.975211243418609e-05
PF00557,-2.0986865671191162e-05
PF05726,-3.975211243418609e-05
PF00089,0.00011036986166977337
PF03350,-3.975211243418609e-05
PF03102,3.530887461779364e-05
PF01134,-3.975211243418609e-05
PF13166,-7.728260596017597e-05
PF00701,-5.8517359197181014e-05
PF02133,-7.728260596017597e-05
PF00199,-5.8517359197181014e-05
PF00919,1.6543627854798704e-05
PF13091,-9.60478527231709e-05
PF03720,-5.8517359197181014e-05
PF13523,-5.8517359197181014e-05
PF04998,-5.8517359197181014e-05
PF12846,1.6543627854798704e-05
PF02426,-5.8517359197181014e-05
PF03787,-5.8517359197181014e-05
PF00456,-3.975211243418609e-05
PF07724,-5.8517359197181014e-05
PF02743,5.4074121380788576e-05
PF13597,-0.000339996060642105
PF00196,-3.975211243418609e-05
PF05853,-5.8517359197181014e-05
PF00583,-8.954592392348412e-05
PF13289,-3.325018363449931e-05
PF03963,2.3045556654485494e-05
PF13009,-5.201543039749424e-05
PF00753,-7.078067716048916e-05
PF14833,-1.4484936871504372e-05
PF13616,-5.201543039749424e-05
PF06723,-5.201543039749424e-05
PF13328,2.3045556654485494e-05
PF01642,-5.201543039749424e-05
PF03841,-5.201543039749424e-05
PF09330,-5.201543039749424e-05
PF00122,-3.325018363449931e-05
PF06826,-5.201543039749424e-05
PF01541,-3.325018363449931e-05
PF02452,-7.078067716048916e-05
PF12802,-0.00010831117068647904
PF09604,9.810654370646523e-05
PF01177,-5.201543039749424e-05
PF03060,-5.201543039749424e-05
PF01019,-5.201543039749424e-05
PF00709,-5.201543039749424e-05
PF04607,-3.325018363449931e-05
PF10460,-5.201543039749424e-05
PF00415,-7.98300807181761e-06
PF04339,-6.42787483608024e-05
PF13278,-4.5513501597807475e-05
PF00890,-4.5513501597807475e-05
PF12002,-2.6748254834812535e-05
PF02900,-4.5513501597807475e-05
PF00141,1.078223869117733e-05
PF13622,-7.98300807181761e-06
PF02737,-4.5513501597807475e-05
PF04997,-2.6748254834812535e-05
PF13177,-6.42787483608024e-05
PF04679,1.078223869117733e-05
PF06381,-4.5513501597807475e-05
PF00356,2.9547485454172263e-05
PF00912,-4.5513501597807475e-05
PF01312,-0.00492447765997649
PF01513,-4.5513501597807475e-05
PF04386,8.584322574315706e-05
PF02826,-2.6748254834812535e-05
PF13404,-4.5513501597807475e-05
PF06250,-4.5513501597807475e-05
PF00145,-4.5513501597807475e-05
PF01872,2.9547485454172263e-05
PF10369,-4.5513501597807475e-05
PF07722,-4.5513501597807475e-05
PF03180,-4.5513501597807475e-05
PF02803,-4.5513501597807475e-05
PF00694,6.707797898016212e-05
PF02954,-2.6748254834812535e-05
PF08423,-2.6748254834812535e-05
PF03976,-4.5513501597807475e-05
PF04295,-2.6748254834812535e-05
PF00975,-4.5513501597807475e-05
PF01970,-2.6748254834812535e-05
PF12796,-3.9011572798120685e-05
PF00111,-2.024632603512576e-05
PF06586,-3.9011572798120685e-05
PF00926,-3.9011572798120685e-05
PF13641,-3.9011572798120685e-05
PF00717,-2.024632603512576e-05
PF02786,-3.9011572798120685e-05
PF00889,-3.9011572798120685e-05
PF01139,-3.9011572798120685e-05
PF11726,-3.9011572798120685e-05
PF04268,-3.9011572798120685e-05
PF02649,-3.9011572798120685e-05
PF13560,-0.0006582647159769535
PF02775,-3.9011572798120685e-05
PF02446,-3.9011572798120685e-05
PF06039,-2.024632603512576e-05
PF10672,-3.9011572798120685e-05
PF05222,-1.4810792721308195e-06
PF01609,-3.9011572798120685e-05
PF01040,-3.9011572798120685e-05
PF08666,-3.9011572798120685e-05
PF02677,-3.9011572798120685e-05
PF00625,-3.9011572798120685e-05
PF02875,-2.024632603512576e-05
PF00224,-3.250964399843391e-05
PF00174,-3.250964399843391e-05
PF00351,-3.250964399843391e-05
PF01510,-1.374439723543897e-05
PF13579,6.131658981654076e-05
PF13244,6.131658981654076e-05
PF04216,-3.250964399843391e-05
PF00136,-1.374439723543897e-05
PF08245,-1.374439723543897e-05
PF13307,-3.250964399843391e-05
PF00574,-1.374439723543897e-05
PF12729,-0.0002013968648653883
PF07746,-5.1274890761428835e-05
PF00675,-1.374439723543897e-05
PF05433,-3.250964399843391e-05
PF13460,-3.250964399843391e-05
PF04039,-3.250964399843391e-05
PF01425,-1.374439723543897e-05
PF02566,-3.250964399843391e-05
PF06508,-3.250964399843391e-05
PF13538,-3.250964399843391e-05
PF00144,5.020849527555964e-06
PF13659,-8.88053842874187e-05
PF02397,-0.0018715038267719374
PF04545,4.255134305354583e-05
PF08753,-3.250964399843391e-05
PF14579,-3.250964399843391e-05
PF00416,-3.250964399843391e-05
PF08843,-3.250964399843391e-05
PF01070,-3.250964399843391e-05
PF13185,-3.250964399843391e-05
PF01488,-3.250964399843391e-05
PF01035,-3.250964399843391e-05
PF00562,-3.250964399843391e-05
PF01975,5.020849527555964e-06
PF00766,-5.1274890761428835e-05
PF13683,-5.1274890761428835e-05
PF00296,-1.374439723543897e-05
PF00596,-1.374439723543897e-05
PF11130,-3.250964399843391e-05
PF05930,-1.374439723543897e-05
PF01966,5.020849527555964e-06
PF00529,-1.374439723543897e-05
PF03788,-3.250964399843391e-05
PF01345,-5.1274890761428835e-05
PF00275,5.020849527555964e-06
PF14524,-3.250964399843391e-05
PF02511,-7.004013752442377e-05
PF04471,-3.250964399843391e-05
PF00293,-3.250964399843391e-05
PF00291,-1.374439723543897e-05
PF06445,-3.250964399843391e-05
PF02800,-3.250964399843391e-05
PF02801,-3.250964399843391e-05
PF09163,-7.242468435752186e-06
PF13855,4.905327185323261e-05
PF00034,-2.600771519874712e-05
PF03235,-7.242468435752186e-06
PF00183,-2.600771519874712e-05
PF13519,1.1522778327242747e-05
PF00994,-2.600771519874712e-05
PF04392,-2.600771519874712e-05
PF13535,4.905327185323261e-05
PF01725,-2.600771519874712e-05
PF03150,-2.600771519874712e-05
PF02906,-0.00013859919577671672
PF12019,-2.600771519874712e-05
PF00127,-2.600771519874712e-05
PF14345,-4.477296196174206e-05
PF09285,-2.600771519874712e-05
PF08212,-2.600771519874712e-05
PF04307,-7.242468435752186e-06
PF00669,4.905327185323261e-05
PF13103,-2.600771519874712e-05
PF01131,-2.600771519874712e-05
PF01261,-2.600771519874712e-05
PF02540,-2.600771519874712e-05
PF04963,-2.600771519874712e-05
PF14240,-2.600771519874712e-05
PF02812,-2.600771519874712e-05
PF07394,-2.600771519874712e-05
PF07478,-2.600771519874712e-05
PF07978,-2.600771519874712e-05
PF03480,-2.600771519874712e-05
PF05360,4.905327185323261e-05
PF00849,1.1522778327242747e-05
PF04965,-6.353820872473698e-05
PF00117,-7.242468435752186e-06
PF02441,-2.600771519874712e-05
PF07670,-2.600771519874712e-05
PF01850,-2.600771519874712e-05
PF03308,-2.600771519874712e-05
PF00719,-6.353820872473698e-05
PF02646,3.028802509023768e-05
PF08543,-2.600771519874712e-05
PF06821,-2.600771519874712e-05
PF01208,-7.242468435752186e-06
PF03050,-2.600771519874712e-05
PF00246,-2.600771519874712e-05
PF07728,-4.477296196174206e-05
PF01225,-7.242468435752186e-06
PF01268,-2.600771519874712e-05
PF02163,-7.242468435752186e-06
PF13384,4.905327185323261e-05
PF07603,-2.600771519874712e-05
PF01607,4.905327185323261e-05
PF04357,-7.242468435752186e-06
PF12838,1.1522778327242747e-05
PF02219,-2.600771519874712e-05
PF02458,4.905327185323261e-05
PF02617,-2.600771519874712e-05
PF01432,-2.600771519874712e-05
PF00924,-2.600771519874712e-05
PF03070,-7.242468435752186e-06
PF00507,-7.242468435752186e-06
PF00209,-7.242468435752186e-06
PF01367,-7.242468435752186e-06
PF03109,4.905327185323261e-05
PF13147,-7.242468435752186e-06
PF10604,-8.230345548773192e-05
PF00903,-2.600771519874712e-05
PF03061,-7.242468435752186e-06
PF13557,-2.600771519874712e-05
PF01344,1.1522778327242747e-05
PF03695,-2.600771519874712e-05
PF13518,-8.230345548773192e-05
PF00664,-7.242468435752186e-06
PF07726,4.905327185323261e-05
PF13333,-2.600771519874712e-05
PF00696,-2.600771519874712e-05
PF05683,-7.242468435752186e-06
PF13540,4.905327185323261e-05
PF02195,-2.600771519874712e-05
PF00006,-7.242468435752186e-06
PF03741,3.028802509023768e-05
PF03461,-2.600771519874712e-05
PF03023,-2.600771519874712e-05
PF00771,-2.600771519874712e-05
PF07063,-2.600771519874712e-05
PF05935,-2.600771519874712e-05
PF05869,-4.477296196174206e-05
PF00392,-2.600771519874712e-05
PF13380,-2.600771519874712e-05
PF01242,-2.600771519874712e-05
PF03958,-2.600771519874712e-05
PF00587,-2.600771519874712e-05
PF11813,-2.600771519874712e-05
PF13432,3.028802509023768e-05
PF03969,-2.600771519874712e-05
PF05443,-2.600771519874712e-05
PF02861,-4.477296196174206e-05
PF01136,-7.242468435752186e-06
PF03972,-2.600771519874712e-05
PF00245,-2.600771519874712e-05
PF00198,1.1522778327242747e-05
PF01551,-2.600771519874712e-05
PF02543,-7.405396360654097e-07
PF13607,1.8024707126929523e-05
PF13549,-1.9505786399060343e-05
PF01566,-1.9505786399060343e-05
PF00308,-1.9505786399060343e-05
PF14520,-1.9505786399060343e-05
PF13208,-1.9505786399060343e-05
PF03576,3.6789953889924456e-05
PF00682,-1.9505786399060343e-05
PF08281,-3.8271033162055275e-05
PF02621,-1.9505786399060343e-05
PF03458,-1.9505786399060343e-05
PF10589,-1.9505786399060343e-05
PF13298,-1.9505786399060343e-05
PF03147,-1.9505786399060343e-05
PF13340,-1.9505786399060343e-05
PF00436,-1.9505786399060343e-05
PF01053,-1.9505786399060343e-05
PF01293,-7.580152668804513e-05
PF00105,-1.9505786399060343e-05
PF00623,-7.405396360654097e-07
PF02538,-7.405396360654097e-07
PF01061,-7.405396360654097e-07
PF05258,-1.9505786399060343e-05
PF03950,-7.405396360654097e-07
PF00465,-1.9505786399060343e-05
PF00368,-3.8271033162055275e-05
PF00400,3.6789953889924456e-05
PF07963,3.6789953889924456e-05
PF13449,-1.9505786399060343e-05
PF11227,-1.9505786399060343e-05
PF05567,-1.9505786399060343e-05
PF12728,1.8024707126929523e-05
PF01641,-1.9505786399060343e-05
PF11943,-1.9505786399060343e-05
PF05362,-1.9505786399060343e-05
PF00550,-1.9505786399060343e-05
PF07369,-1.9505786399060343e-05
PF12625,-7.405396360654097e-07
PF08857,-1.9505786399060343e-05
PF13662,-3.8271033162055275e-05
PF06968,3.6789953889924456e-05
PF14464,-3.8271033162055275e-05
PF03899,-1.9505786399060343e-05
PF00311,-3.8271033162055275e-05
PF00933,-1.9505786399060343e-05
PF00925,-1.9505786399060343e-05
PF02572,-1.9505786399060343e-05
PF03449,-1.9505786399060343e-05
PF10415,-1.9505786399060343e-05
PF01844,-0.0036411984116570826
PF02028,-1.9505786399060343e-05
PF13643,-1.9505786399060343e-05
PF01471,-7.405396360654097e-07
PF02562,-7.405396360654097e-07
PF03880,-1.9505786399060343e-05
PF14328,-1.9505786399060343e-05
PF02405,-1.9505786399060343e-05
PF02739,-7.405396360654097e-07
PF00677,-1.9505786399060343e-05
PF13754,-1.9505786399060343e-05
PF04344,-1.9505786399060343e-05
PF13414,-3.8271033162055275e-05
PF00699,-7.405396360654097e-07
PF13706,-1.9505786399060343e-05
PF08448,-1.9505786399060343e-05
PF00590,-1.9505786399060343e-05
PF00805,3.6789953889924456e-05
PF01416,1.8024707126929523e-05
PF01527,1.8024707126929523e-05
PF07230,-7.580152668804513e-05
PF02434,-1.9505786399060343e-05
PF05013,-1.9505786399060343e-05
PF01192,-7.405396360654097e-07
PF01804,-1.9505786399060343e-05
PF04313,-1.9505786399060343e-05
PF00135,-0.00026345399431799445
PF01638,1.8024707126929523e-05
PF13493,1.8024707126929523e-05
PF01188,-7.405396360654097e-07
PF06414,-1.9505786399060343e-05
PF01015,-1.9505786399060343e-05
PF02962,-1.9505786399060343e-05
PF13591,-1.9505786399060343e-05
PF10670,-1.9505786399060343e-05
PF13230,-1.9505786399060343e-05
PF00221,-1.9505786399060343e-05
PF06574,-1.9505786399060343e-05
PF00908,-1.9505786399060343e-05
PF01507,1.8024707126929523e-05
PF02347,-1.9505786399060343e-05
PF04174,1.8024707126929523e-05
PF01047,-1.9505786399060343e-05
PF01042,-1.9505786399060343e-05
PF03171,1.8024707126929523e-05
PF01512,-1.9505786399060343e-05
PF01888,-1.9505786399060343e-05
PF13638,-7.405396360654097e-07
PF02447,-1.9505786399060343e-05
PF01170,3.6789953889924456e-05
PF01193,-3.8271033162055275e-05
PF00953,-1.9505786399060343e-05
PF00877,1.8024707126929523e-05
PF01081,-1.9505786399060343e-05
PF04355,-1.9505786399060343e-05
PF02780,-1.9505786399060343e-05
PF11876,-1.9505786399060343e-05
PF04266,-9.456677345104009e-05
PF13657,-7.405396360654097e-07
PF11275,3.6789953889924456e-05
PF13472,-1.9505786399060343e-05
PF13407,-7.405396360654097e-07
PF04820,-1.9505786399060343e-05
PF01799,-1.9505786399060343e-05
PF01739,-1.9505786399060343e-05
PF01232,-3.8271033162055275e-05
PF01227,-1.9505786399060343e-05
PF02776,-3.8271033162055275e-05
PF00654,-1.9505786399060343e-05
PF00297,1.8024707126929523e-05
PF12327,-1.9505786399060343e-05
PF00380,2.4526635926616306e-05
PF13450,2.4526635926616306e-05
PF02358,5.761389163621373e-06
PF06418,-1.300385759937356e-05
PF02201,-1.300385759937356e-05
PF07676,-1.300385759937356e-05
PF05088,-3.176910436236849e-05
PF13183,-1.300385759937356e-05
PF13409,-1.300385759937356e-05
PF01569,-1.300385759937356e-05
PF03775,-1.300385759937356e-05
PF09397,-0.00012559533817734316
PF07007,-1.300385759937356e-05
PF13086,2.4526635926616306e-05
PF07505,-1.300385759937356e-05
PF00916,-6.929959788835836e-05
PF01467,-1.300385759937356e-05
PF11635,2.4526635926616306e-05
PF01841,5.761389163621373e-06
PF02824,-1.300385759937356e-05
PF00692,-3.176910436236849e-05
PF13468,-1.300385759937356e-05
PF02350,-1.300385759937356e-05
PF01593,2.4526635926616306e-05
PF13342,-1.300385759937356e-05
PF07995,-1.300385759937356e-05
PF00474,-1.300385759937356e-05
PF03483,-5.0534351125363425e-05
PF12532,-1.300385759937356e-05
PF00858,2.4526635926616306e-05
PF13650,2.4526635926616306e-05
PF13495,2.4526635926616306e-05
PF02683,-1.300385759937356e-05
PF10412,-1.300385759937356e-05
PF00316,-1.300385759937356e-05
PF13481,2.4526635926616306e-05
PF00294,5.761389163621373e-06
PF02261,-1.300385759937356e-05
PF13742,5.761389163621373e-06
PF12860,-1.300385759937356e-05
PF13602,5.761389163621373e-06
PF05235,-1.300385759937356e-05
PF04773,-3.176910436236849e-05
PF08804,-1.300385759937356e-05
PF01180,-1.300385759937356e-05
PF02190,-1.300385759937356e-05
PF02618,-1.300385759937356e-05
PF03922,-1.300385759937356e-05
PF09994,2.4526635926616306e-05
PF05947,-1.300385759937356e-05
PF10038,-1.300385759937356e-05
PF06742,2.4526635926616306e-05
PF04290,-1.300385759937356e-05
PF13480,5.761389163621373e-06
PF00814,-1.300385759937356e-05
PF13425,-3.176910436236849e-05
PF02581,2.4526635926616306e-05
PF01809,5.761389163621373e-06
PF00521,-1.300385759937356e-05
PF06251,-1.300385759937356e-05
PF01168,-1.300385759937356e-05
PF08900,-1.300385759937356e-05
PF02652,-1.300385759937356e-05
PF02660,-1.300385759937356e-05
PF08241,-5.0534351125363425e-05
PF01257,-1.300385759937356e-05
PF04143,-1.300385759937356e-05
PF02527,-1.300385759937356e-05
PF10431,-1.300385759937356e-05
PF00448,5.761389163621373e-06
PF08028,-3.176910436236849e-05
PF03725,5.761389163621373e-06
PF00166,5.761389163621373e-06
PF00732,-1.300385759937356e-05
PF00230,-1.300385759937356e-05
PF00231,-1.300385759937356e-05
PF00491,5.761389163621373e-06
PF00390,5.761389163621373e-06
PF14525,-3.176910436236849e-05
PF09186,-1.300385759937356e-05
PF00056,-1.300385759937356e-05
PF14748,2.4526635926616306e-05
PF10111,-3.176910436236849e-05
PF00374,-1.300385759937356e-05
PF02559,-1.300385759937356e-05
PF13434,-1.300385759937356e-05
PF03883,-1.300385759937356e-05
