uproc,diamond
6094,5591
22272,16610
26761,33797
4993,7361
24626,14028
13323,10027
7849,2930
21754,18302
14348,16563
15476,14320
31137,42968
13036,13508
6871,6046
16244,15609
17167,12119
30160,23589
21024,19198
20379,87105
8960,8977
17194,13879
9581,5499
15113,49280
6495,7377
27031,33389
17305,27892
18373,18928
31407,23303
10519,900
12908,12304
19064,19063
21576,17483
19106,11545
11746,19112
49850,43895
13190,13502
29695,28091
35434,33198
13153,9779
11655,8279
13962,14011
9505,7669
21670,50556
25676,20261
28425,25603
20897,19403
18699,17786
10789,9097
18166,15809
9125,8472
9886,8895
12988,55782
11246,13963
25693,45269
6220,7014
9438,7682
19714,16985
19377,17955
20689,25738
30747,26501
14280,7296
10180,9036
11847,8691
7867,3288
24756,16975
5114,3591
4605,4099
5631,6791
21610,24384
7896,6325
14709,17306
11927,7251
12259,11928
38007,28498
8582,8869
10555,8231
6744,2793
18564,4422
14605,10159
19691,10344
20601,35084
18080,22241
27447,28206
4858,10402
10609,10590
7247,4173
35766,18420
8222,5667
14755,12208
6432,6552
19231,39175
16987,15266
7629,7125
5190,13178
5479,2004
7939,9635
11596,2683
9949,6839
17003,16705
8928,9627
7278,4977
12147,11579
12491,10671
9366,4124
37106,32487
24681,39063
10519,23908
33382,42105
38361,41337
20760,17750
22683,20119
3795,3447
8146,7045
21559,16459
43877,76116
12560,10746
13231,10635
11862,15905
22051,22302
16856,17794
8287,7378
3812,3602
5299,8491
10905,5637
13548,9657
18359,33699
25145,35533
16170,20804
8051,6954
7112,6311
12681,9220
18675,13880
16150,15965
31728,30493
11426,7873
6861,6487
17573,18874
33006,47030
6846,5826
9626,8114
7388,4417
10732,9246
23923,20216
29656,25119
15198,41342
14618,12650
26158,25507
18602,13438
14335,10852
14646,15215
12972,14695
8326,4460
11507,5778
12196,21136
9710,9016
7247,5517
13886,7821
21554,22192
10304,7316
39457,34824
8826,9551
7497,5789
13424,10529
10373,12888
14640,14150
28589,25067
19386,15764
10390,7818
10178,2915
14761,11506
6246,4611
24351,22770
9956,7637
8966,13952
22381,24324
10171,10541
12694,10819
27125,18197
4659,4027
5602,4798
10477,16709
24217,17399
8678,5495
8891,3513
13601,10954
17019,13880
8303,7012
11873,11458
6997,5698
6171,4550
15749,18029
14862,11892
7979,10064
17139,14647
14044,12369
11046,7645
19114,90501
11021,4953
8536,5179
6228,5678
12849,8600
23794,19659
7054,424
10288,9551
12492,8003
17202,13904
11022,12643
10238,10327
12941,11847
5999,7584
9770,4458
6791,6269
4103,4019
13409,143668
24243,12175
21309,16385
16414,8914
13384,12933
6817,7752
8954,9489
8675,7042
12132,9604
6890,4902
9402,8595
10719,9597
10167,12496
26040,37716
9953,9259
4757,3339
14752,14379
78881,78861
6788,4360
27084,28373
12749,17859
7719,7265
31559,33516
21618,19376
13684,10468
9680,9247
9706,6594
26813,35714
9319,9030
17454,10606
6574,4588
9600,9840
10494,13279
12007,8941
39019,38685
22299,28495
8005,5759
15408,37763
15039,10965
19231,14824
9327,7565
9816,3841
9847,9572
17967,16085
23915,19709
32474,127907
15038,22270
6708,6563
7098,2745
8606,6541
4010,2336
6492,3862
3709,2714
4526,3176
8837,25298
7201,7358
4596,7130
5104,2282
6600,5374
8148,9019
9075,10404
11233,8429
8293,9318
17368,31232
11481,7862
27064,21162
21508,14524
6391,5823
4187,626
8283,8125
16534,15507
6878,5822
46923,53177
17182,17276
9509,8076
4855,3904
15374,14638
14529,4071
21172,18585
16642,8235
8362,5997
8411,7216
17464,14263
7913,5241
5091,1893
15600,13335
16190,17153
4941,2896
4410,3183
17435,15782
7504,6880
56338,55164
17276,44419
6213,3284
11688,7447
14912,13272
1855,1733
6951,17753
17425,12799
12354,9512
11605,10886
5806,4223
10334,8871
11353,9941
15497,18697
11045,10060
12828,13531
18012,14421
7818,4876
10621,1774
5325,4255
10394,9649
14976,12723
37298,54294
6470,4201
7554,5984
13386,14212
10778,7726
13590,11676
5994,5331
11051,26182
21248,15825
10999,16009
22250,14691
2639,2774
9096,7544
24698,18453
6412,5305
15477,10126
9603,2766
6877,7590
4622,3332
6814,6525
10361,11176
8697,10144
13140,15464
4462,7066
3312,3267
19070,14598
15961,13740
8007,7069
10002,9485
6898,5591
13368,13845
2975,3199
4793,650
12620,7075
32119,32912
11171,11595
26557,35004
4691,4230
3493,3147
17717,17379
10772,9063
21803,43994
3566,3810
3992,4208
12241,9235
3828,1058
10788,9594
5965,4939
8241,6605
9410,4428
44235,45139
17343,15361
9083,7886
4022,4138
12152,9805
11264,10252
23926,44167
3233,3800
8812,8297
12394,6158
15122,24316
17496,17478
15126,16162
37392,63446
4172,3711
17838,30597
6043,2891
9460,13044
10568,9564
8837,1831
4760,4338
7974,7223
11743,7751
7381,3132
9700,5455
17202,4983
2754,3423
11685,11396
11921,12480
8573,5289
31270,39847
4960,4841
8508,8203
15525,19112
4200,3612
18813,23418
4380,4040
13694,12519
11636,11161
15159,28734
5126,4517
13009,28391
11154,12630
5232,4402
4018,4431
6795,6732
6165,6324
12375,16276
8986,3830
12000,8621
5518,6134
8033,6767
6083,5716
6360,5344
7560,6699
9116,9749
7212,4236
27901,29993
5725,3914
7397,8641
1858,2108
37197,32623
3592,3025
20926,17347
6678,5806
19059,13307
8865,6412
3962,5961
16074,17190
11201,10699
5546,960
7397,7364
11570,19982
5940,4963
12208,13129
5339,3891
10055,14918
8547,7807
7270,6098
33798,33234
5837,4211
7014,6838
21291,18658
10048,11367
7220,9172
4891,3944
10147,8953
6693,7259
16601,23505
15612,19121
1698,683
5168,6348
10826,11041
6363,3958
9851,10688
27761,20353
4985,4281
2625,1214
4692,1460
4159,3220
5060,38
3745,1876
11621,10592
10029,9813
9605,1127
7349,19594
17085,13072
6124,6382
5438,2457
3722,3284
4138,2433
11459,10563
3208,2058
5581,5783
9627,10274
5794,4789
6809,4096
5231,4248
7822,5118
4444,3313
4512,2887
7248,6376
5729,7593
18876,12770
5053,4140
21312,17152
11752,10849
6881,6139
4424,2064
9131,5034
56958,93044
5408,3312
3014,1859
21467,20434
4582,4313
4348,5424
6997,5012
2889,2274
14023,8964
5995,6610
2435,2505
8670,22818
4182,3416
5552,3689
12440,10992
13163,12638
18597,37862
18642,39750
9445,7825
16549,12547
2597,3025
8012,7859
5428,1
5126,5481
2811,1822
3124,2847
4387,1236
20257,25531
8571,14597
4813,5143
19572,24860
18494,16368
10104,11153
12729,11720
8586,6279
11293,11589
3174,4464
11336,11799
10863,9861
3090,2554
1809,1982
11291,11580
13538,13058
4979,4935
2394,2536
4068,4000
6650,9814
9932,10287
7903,5205
3239,2307
7137,6116
12547,11303
19745,17083
7392,7702
13812,15504
6008,5392
9142,18824
2779,1541
3505,1399
4208,3339
28785,36051
10897,11471
2807,1126
5055,4180
9108,22091
6207,3946
4361,3681
8544,6218
4196,3781
3401,3384
5230,6980
4264,4007
3765,402
9098,9326
2363,1680
6515,5751
3470,2404
4732,3911
3615,3688
4757,4700
3581,864
21336,25175
2766,1683
8216,4107
3302,1799
8843,8031
3709,2295
3348,5607
4244,4924
4141,2090
26897,25964
3161,3028
12410,14551
4090,2595
10192,9805
11261,9373
9561,8438
8775,9315
4647,3742
12117,5433
8982,8074
10566,9848
11283,5946
2801,279
2999,7477
5220,5866
6738,5122
4079,4607
6267,3127
2667,1119
9508,10657
8821,8022
3851,564
14524,24621
4349,4911
7757,2573
3962,4800
9050,7006
41072,39213
3233,1527
4041,1612
6250,5531
19281,21779
4899,4753
9021,3223
3186,1752
3321,3564
8341,5413
9716,10014
5241,7558
13073,18820
5767,6967
6255,9993
11372,2408
2530,2157
9719,10820
20352,24207
4884,3377
23970,22715
6286,5117
11487,12035
3045,3495
2016,507
4985,3785
11950,6220
10047,10466
4696,4788
22509,19222
2746,1704
2463,2343
17744,15672
5342,1794
10421,3900
6797,6360
4551,5474
7353,1201
4136,3128
10165,4908
3224,6518
14665,15219
5319,5517
4590,3668
6694,6438
4579,1029
3705,2811
8749,14650
1395,1401
8469,8633
17238,14295
2835,3618
24804,24421
13167,11940
4219,5329
3526,2105
21429,16652
4690,1893
4447,4423
8969,10214
7828,9240
4449,1518
2421,2105
5207,4356
11054,7867
5703,4497
24525,25154
3781,2965
1401,1573
3744,2164
12357,13010
90043,60048
7447,6705
3937,12009
2716,1468
6065,3679
3884,3456
2730,1898
6297,8396
1125,600
3347,2637
5037,4819
1845,2644
11087,5245
4884,3596
3993,4042
1421,1810
8434,22903
12038,9740
9520,11724
2407,1218
2292,902
5738,4490
2358,416
2666,314
2471,2188
11394,13949
7102,6650
6037,7341
3183,2595
6127,6345
1628,1655
2126,2114
2096,509
3571,2534
5825,4415
3432,3381
5094,3853
3500,3666
6187,6058
5955,5717
4794,3986
7604,7042
1652,1332
3169,2369
2027,953
2822,3509
5424,2964
4094,3382
1251,1094
1232,1095
2117,1439
26618,39674
3805,4945
6595,6520
4964,4580
3440,1995
20059,28814
8017,5406
3478,3488
2425,1672
6252,5493
15162,13087
6815,6561
3023,4935
2923,2265
2841,1140
8171,6901
3998,3521
1417,973
2979,2924
3681,4274
4419,4109
3250,3870
1500,25
4067,3305
26215,25517
9164,5975
1221,175
2917,1479
6353,5441
13646,14240
2290,1089
7842,6210
3582,4365
2648,1517
2815,2461
9430,7333
404,7
5281,4870
4723,299
10140,7560
2420,1957
8497,5931
6136,5387
3009,1776
4657,3727
5544,3986
18396,21529
8344,8291
3909,3269
5652,4975
2922,737
8335,8568
11385,10323
2155,9
1174,1505
2117,2225
5636,7329
4803,6675
4634,22504
2579,892
5293,3554
1427,36
3606,2793
13178,7963
5165,7209
2658,3139
4130,2144
5765,3268
1403,1033
7730,6033
13697,13235
2751,1889
22136,20254
10764,21960
4687,3302
2428,2676
5028,4433
13971,11500
3991,3836
5988,1744
7374,6097
1707,399
3658,3000
8512,7275
1186,37
1834,1781
2188,8783
2652,2275
12001,8845
13594,15022
13236,14525
2791,1037
7667,11855
2191,2060
2088,3349
2795,1326
3982,34123
4249,2425
1910,1323
6680,6947
1585,1709
7505,11851
5963,4532
3963,2149
17073,19720
6320,6652
2603,674
2691,868
10930,10984
3064,3491
11832,11263
2171,682
5257,5378
6437,10762
1919,2878
24859,24427
9063,8829
1753,1403
7089,5523
3427,2367
1672,597
12916,19576
1927,2332
7971,6508
8300,7214
2886,2732
6337,7208
7943,6738
4074,3369
10971,11423
4354,4013
8394,9484
7056,5301
2724,2345
2031,2596
1972,498
6998,8411
8501,7626
1088,910
30814,33981
6974,7902
2706,2828
21276,19930
3024,3137
6013,5777
1551,1432
1913,1887
4735,9427
3968,1363
835,1306
10148,10978
5279,1649
2928,2262
2670,4231
5202,6864
8728,9678
10821,14444
5323,2461
3436,3189
1106,598
3596,1594
18014,22190
3225,2414
2476,1447
638,15
4964,4510
3867,3881
8653,4742
8320,18385
1735,543
2254,1636
8801,11124
3392,4214
1767,1641
5032,6408
6363,6081
3580,3742
4028,3671
20216,21950
4804,3828
3952,2457
3755,12587
2659,2142
2921,24795
5186,3286
8026,11662
3455,3431
10124,9896
6618,7455
1381,1086
3933,3914
3124,1622
5823,7562
4224,2286
7023,8268
1510,1021
9032,37776
6442,11186
2584,2659
2043,2974
5638,5763
3919,3911
2429,1400
38681,45862
2370,1773
2788,2451
1725,1667
3437,12152
1568,1551
2951,1506
12549,13325
2784,2284
1844,884
5040,981
1474,1013
1205,2
11232,16354
3421,1278
5073,4223
1527,79
2164,1069
7298,21854
1917,2392
5153,6185
27254,26984
856,820
3834,1958
1970,1605
2195,1745
15689,14155
748,759
4683,4130
823,79
7780,7821
1518,357
4236,3544
3828,526
1491,1427
5208,5717
3949,2931
11822,11748
6761,8541
5374,5958
5563,4456
1434,1052
5514,4935
6088,5541
2495,2793
10208,10968
1198,965
2647,1107
4499,12656
1286,647
1058,1060
4809,3099
3561,3125
1406,1380
22424,21319
11316,9030
6266,3123
16204,18353
1254,345
2552,2361
3426,11113
1627,1187
2037,1990
28436,33654
3063,524
3765,1297
25792,24665
2216,1186
1224,363
246,84
8213,7394
8656,8468
6931,5116
5333,6410
4467,3477
1921,1531
6557,3936
4071,7371
2594,1823
5186,3624
4443,3836
1958,1556
1875,1377
3222,4482
1801,1494
1954,1422
1980,1149
2776,1772
8002,10423
1844,2261
3496,1602
7114,7478
2577,2795
4965,6830
11302,26562
7361,6797
1588,912
2458,415
1874,2614
1014,844
2940,2856
1610,1109
3745,555
7124,8748
17667,18319
4167,3293
1435,672
2411,1650
2735,2466
2089,1736
9344,10240
2411,782
1302,946
13415,12682
1055,950
7082,9131
3632,4340
4640,4357
7932,8415
1218,1565
5153,6736
1850,1588
3013,1691
1643,876
1336,491
2133,837
2979,2284
1290,1078
3701,2026
5946,5902
5827,5183
5054,1822
17786,17160
3319,2152
1934,211
2291,1594
1774,1578
6285,5158
693,732
7048,5687
1810,1528
1964,3176
1496,664
3138,2048
3482,1078
2050,1446
2402,1035
3857,2923
1838,850
1121,995
2046,267
1960,1241
3915,3724
1929,1041
13189,11877
7434,7819
5120,4833
6268,5605
3969,3718
6579,5539
4233,3151
6775,6476
1985,882
1381,1511
1615,1853
2049,2304
8308,7002
1706,1098
2065,2816
716,11879
4975,5998
8900,11762
2783,3914
2149,2324
2897,2760
4553,7145
1753,1650
2264,2337
3775,578
1390,395
5899,13228
1533,1798
28640,41903
7382,7123
2435,1578
2995,2834
1846,1173
837,897
1519,1557
2963,1967
1968,646
5181,6391
1799,2115
1991,2062
13796,8036
4581,1690
1219,871
4676,2248
5372,7902
4079,1345
3978,5221
6746,6377
1289,1707
2091,933
1090,869
2312,2198
2495,2764
5823,4696
6237,21072
7124,7259
1467,448
2194,1035
2262,5353
3223,1821
1987,2073
3116,3279
1256,689
2226,1717
11776,12076
9631,9926
1717,1103
1726,1043
4687,6024
18299,21290
5182,4892
3525,2993
2179,1911
2025,1901
5604,3183
5326,4337
579,304
1926,2887
2153,1796
1748,943
2002,501
1044,568
1255,1034
2078,739
1311,687
6865,6710
2250,1814
4470,2003
1078,190
2399,2737
1801,336
1918,1981
892,1144
25206,27935
14485,15347
1711,929
1317,435
10358,7771
934,1110
1381,813
1305,436
3927,2772
3312,3862
1105,146
8597,6236
1575,1080
11347,7390
6871,5163
217,100
3427,4909
3034,3521
3174,2625
1469,842
1343,617
2231,1692
4541,7854
3390,1730
4175,1176
1161,424
2908,8780
1128,844
8311,1712
6652,9000
1978,405
830,72
1614,4
2511,3285
1327,516
4213,7174
965,497
1911,2162
3291,10479
5763,2471
905,613
19950,20606
9807,9377
888,2174
1355,2750
7985,7412
862,690
1860,1674
8219,7191
679,461
992,628
2195,1835
16978,14747
1680,520
2862,2370
7609,11877
5719,5150
20682,17259
2977,2116
971,453
1482,43
1763,1647
12076,13595
1815,1240
1524,696
2388,3780
2226,2951
8198,147
2119,2043
925,33
2079,1155
1428,1612
3093,7154
1610,1110
2294,1851
1880,1717
4303,4903
2633,2058
1099,963
6189,4552
9254,7632
17784,26987
2602,2706
1475,1505
1464,1657
1433,610
1994,2005
3200,8951
1442,1292
8863,7742
1181,1284
1631,875
6910,6706
2504,1544
2735,3445
921,1421
1200,739
3352,3143
3489,3321
19853,21305
1241,172
1512,1255
1172,2041
850,949
4215,2983
1827,176
16081,17635
1101,931
2677,2932
4260,4556
903,1010
2464,1999
2188,2843
2091,3126
2300,1857
1450,951
4164,3005
1114,810
8381,2954
1760,1699
1595,477
1319,1010
1192,1544
1148,774
6305,5421
1392,860
1043,4015
6575,4751
767,723
7927,8255
1796,2109
1445,1279
2012,1346
3788,4506
2592,3119
941,656
1701,1088
7279,20476
7668,10226
752,564
8871,11550
842,939
1707,1501
3379,3031
4286,5133
28912,35008
2845,59
1185,1011
4105,4288
5521,4784
4968,3902
994,677
1050,649
1600,18
1534,376
506,126
2176,2193
2397,4779
1643,1457
2389,2111
2751,2031
8018,13878
734,885
1179,3100
917,451
12134,10659
9269,10087
3546,3335
4358,4884
6548,7811
1247,2217
1808,4020
546,411
13386,12478
1062,168
669,268
2394,219
1029,690
860,584
1443,1412
10204,20587
947,730
14727,18061
2719,560
547,487
8813,12632
1314,924
2288,2814
1821,2107
837,399
6333,5463
620,522
1158,613
2309,1671
27031,24095
2904,2513
892,1337
1082,401
1720,1186
1014,1239
2019,6962
1683,1556
3015,3178
2076,2180
5340,7743
8227,9919
1833,5282
581,524
2831,2094
3808,3234
1116,759
1764,1591
577,356
1225,1111
2374,10317
845,935
2905,2308
1079,1026
5090,5042
2176,2191
655,517
1764,2026
2461,2551
2243,1640
1207,1869
1875,1672
676,178
2446,2667
3109,2994
21576,22881
3355,6513
2620,3015
2155,5463
4950,5741
16359,16892
1268,766
360,453
1915,1690
2217,1951
1190,603
17314,18040
2777,2841
1426,223
1345,3082
1151,531
1036,543
2116,3670
5903,6214
5511,4508
2082,2385
1035,518
649,518
669,968
3766,1733
716,484
24523,18452
924,770
512,622
1059,777
4747,4921
453,308
4897,4926
2430,3569
2365,2127
9255,18749
1201,407
1788,1414
3199,2893
889,127
1516,1527
2004,2123
1799,1590
1218,836
2644,1986
1006,3672
955,788
1474,1173
901,217
969,927
1668,177
1172,722
1199,4278
2061,2282
4201,4983
2708,21494
5301,5340
4416,5389
4695,4294
1046,749
1886,1539
1453,1415
811,1514
1127,2135
1017,587
891,829
2080,1001
650,701
1007,493
4983,4220
605,562
1284,578
4597,7951
444,53
1532,1111
2248,2223
2187,2213
1431,1453
2030,2038
7253,5862
954,26
1686,2824
5915,58168
1469,1470
3220,4596
806,504
12377,12007
6544,7675
1576,1507
1130,1144
719,602
2736,3162
1108,1231
1175,1024
2724,2355
13529,11200
11766,16594
655,657
700,526
678,142
15160,11747
1670,847
2170,1992
769,206
3961,3500
598,726
490,23
11706,9888
2682,1857
2071,2118
1714,2894
5939,5380
1955,1610
1258,1325
1166,800
2458,877
830,549
2804,3629
333,203
1133,1036
1479,1211
1365,1492
25606,24277
447,425
1118,537
2006,1648
4461,7335
2815,785
802,483
1017,135
985,149
4044,4081
1397,988
3198,3171
611,523
254,285
673,403
1903,2039
382,538
5691,6555
1010,899
7350,10871
2719,1273
1305,937
1078,1521
552,973
1298,1198
1789,5884
603,138
581,554
448,226
1615,655
1393,1391
564,887
5357,2011
1411,716
769,824
1190,1088
683,425
1037,1120
1854,1718
2744,3646
914,557
657,75
708,327
1301,1350
525,493
2401,2397
1171,764
697,681
519,414
4323,4423
1360,19
3168,9402
23527,22268
1464,1465
1026,1053
8500,7184
7209,6140
1692,3144
3166,2712
3252,3199
1789,1416
11478,10965
1048,408
8727,9184
2372,4721
962,311
6424,8485
1801,3270
17253,27977
366,452
495,634
1530,964
9010,9498
617,149
1048,1107
21923,25768
1108,289
2022,2383
1652,1058
732,1112
497,37
424,318
930,726
949,727
1327,3636
926,1177
5567,5751
1245,1083
1962,3094
6507,6222
3021,3504
1104,1712
1253,2507
465,134
828,2337
1121,730
7913,6987
5335,9147
489,2358
573,1022
420,4280
1920,627
7347,8953
995,2061
6236,6781
235,211
777,94
1469,693
647,676
3568,3130
1324,839
712,624
10358,13474
819,485
697,219
879,457
760,755
468,1234
3046,2625
1071,1051
2232,2394
1866,1909
5362,14255
737,676
3117,4609
226,52
2936,1420
22365,17474
584,530
4569,4222
7243,14260
20202,22795
1400,2569
357,257
950,671
769,914
701,503
2822,2683
10620,10337
6697,9566
4021,3081
451,444
2172,538
1134,1183
742,536
784,573
698,1085
4071,3566
975,626
1236,3790
2314,2369
2046,1557
1298,1117
2718,2234
679,182
873,707
6389,5956
1170,1312
727,1037
2660,1973
928,1243
897,835
1826,1418
581,1194
963,318
3813,4451
246,476
12009,9996
1691,1507
815,826
1323,1668
5092,3592
702,925
3785,3020
7668,6196
7855,8988
1289,1511
902,268
948,545
889,64
751,330
2634,2172
3878,2973
964,67
1345,1220
7819,9195
673,427
2912,9600
1348,1386
2007,7821
5162,7006
833,797
4565,4872
1587,1295
758,305
1579,526
556,928
3246,3479
9376,9564
5888,5137
2679,3542
5075,12672
447,234
1337,1361
825,171
406,758
1028,577
792,4190
848,536
609,341
2435,15238
843,273
554,485
8716,8984
1182,1344
526,222
3266,1206
622,317
851,736
868,608
391,362
3703,3391
693,537
1144,1083
1321,141
136,168
462,536
335,418
592,548
707,609
843,555
619,375
737,1054
714,316
1639,1518
636,607
593,1114
1556,922
474,507
659,276
483,505
17530,34389
389,434
1003,1750
572,38
1073,871
1034,459
332,295
484,669
608,301
3212,4220
4521,6058
1114,3799
576,297
2107,1179
576,447
336,869
3172,2651
395,423
470,781
1844,826
575,237
4113,3461
4066,3483
413,456
557,290
1514,1278
5072,6379
1056,496
1792,2822
1174,708
1933,2018
617,208
825,724
2125,2163
652,255
497,433
14301,28866
1254,1153
991,362
410,87
477,153
573,125
2709,3006
890,1890
356,263
24952,23012
992,3733
1336,1022
864,994
1061,622
800,871
2852,4891
670,323
3031,2326
952,830
2077,1921
508,621
8514,10312
664,737
707,675
772,257
416,235
769,552
1428,1369
1530,1126
8139,8067
1566,2378
3695,4081
1021,704
896,1
339,505
6022,4540
1776,2741
5972,6292
934,1202
168,86
1660,1377
1696,1312
658,776
607,423
1038,1510
312,357
2799,2592
1567,893
3140,3106
1454,2280
593,399
321,261
567,472
370,342
1788,709
1019,706
1176,980
8663,8493
723,594
585,481
1139,376
819,465
1174,507
1666,1478
1140,1156
2408,2423
1253,1181
813,549
684,315
872,748
888,424
1115,16539
363,351
2273,2415
453,665
422,217
780,544
413,299
584,429
2310,4572
7899,7430
813,314
456,306
1097,444
3034,2694
880,866
2404,2089
3454,2562
479,396
3339,3082
5515,7344
587,402
455,230
706,150
1404,2366
1992,1882
899,1194
473,108
816,326
528,484
6044,6260
510,486
9821,11677
1263,512
2846,2080
746,594
3930,7053
1953,2846
1160,1905
1048,1302
980,1044
1136,1174
281,5
499,943
3618,5787
207,207
732,490
321,346
1016,19782
2719,2352
5625,5630
2837,423
467,333
1129,647
977,887
1821,1556
6672,7780
560,744
571,378
542,475
790,657
574,519
242,50
3631,5704
870,565
1600,1259
837,2586
1373,573
282,149
3294,4858
974,938
386,285
1138,1971
13638,13196
5512,5674
397,634
734,560
724,163
546,330
353,91
5022,4263
1710,1762
195,135
742,270
729,476
653,373
357,394
1171,578
1501,1481
1556,9597
640,415
435,40
1008,1051
4238,4562
700,599
9484,9349
1435,1834
341,198
1133,2292
187,11
1856,1621
371,84
513,323
258,69
865,538
2628,1559
806,612
225,266
1086,905
15542,16169
1067,866
16725,19787
721,949
392,434
452,330
5632,10768
6422,6778
953,160
257,268
512,56
591,499
415,145
357,374
316,273
7213,10137
3491,3695
3142,3814
782,825
784,595
583,390
439,259
966,449
544,390
414,338
5000,4654
779,12416
4188,4936
637,364
432,482
276,258
6675,6970
609,504
3721,3204
524,558
5234,4692
580,463
437,84
680,1660
880,796
1526,3280
3157,2509
10290,11208
1785,3880
2868,24722
527,377
424,159
563,5
1409,1483
2042,4185
1128,600
869,1094
8625,8539
1605,1432
678,445
579,845
364,325
1501,588
2218,1734
3174,2776
477,85
157,17
559,1696
283,74
495,618
469,231
875,1218
1666,1431
2377,5716
288,194
5639,5093
692,565
584,300
378,618
674,471
617,352
1360,848
5035,3370
498,238
1403,1307
6257,16909
729,490
1045,1193
18112,12817
1165,67439
850,511
14627,13379
824,396
1523,1118
531,985
1303,1046
576,328
1611,1499
493,201
5390,4561
532,292
571,228
1919,1454
466,381
457,431
469,347
629,374
608,236
1194,1410
543,648
664,852
946,2524
229,110
3369,2594
1021,158
262,338
10413,10763
363,161
313,401
1572,1231
13394,16143
658,1096
125,108
1056,958
495,424
160,78
4131,4791
12335,17638
737,977
247,19445
674,776
661,110
732,623
899,1849
179,166
637,482
639,1169
453,254
2880,4299
360,172
308,446
2677,2628
987,953
814,738
826,699
368,71
1917,2508
405,70
2058,1960
535,616
1047,1685
1398,965
636,1266
835,860
534,8
178,327
1003,1477
529,334
1087,1303
879,656
355,595
634,587
509,381
748,384
289,221
2050,1746
382,61
1367,1295
2423,2324
11552,21690
526,297
512,200
15270,20005
17170,22365
407,10
306,155
448,232
1933,2762
7840,8836
655,438
642,393
718,333
374,256
232,205
2342,1100
1051,994
291,196
557,345
786,626
444,268
556,544
211,747
2223,2118
1331,632
2675,1945
3223,2869
384,388
488,402
333,58
1612,1124
371,323
5759,8296
615,374
446,333
860,831
1011,1138
631,838
300,340
1705,1700
414,256
3532,2879
594,534
1232,1117
2666,2322
752,553
227,176
1965,1446
664,776
1346,885
2160,2459
2583,2488
773,822
457,227
1740,1229
507,452
536,656
1929,2077
733,72
551,331
813,33
390,375
1855,947
10907,10442
661,300
1118,866
365,115
469,457
299,148
1043,1776
390,227
514,253
841,350
305,11
343,188
460,56
289,184
3102,4871
268,74
365,37
752,487
1384,1037
433,80
937,671
7729,7735
244,148
657,454
405,147
549,325
15622,20292
725,5672
350,390
870,607
712,615
486,333
3102,2671
336,26
665,699
525,438
414,651
5495,5490
4298,2318
5325,7970
1473,1529
381,364
240,1224
201,3
551,612
689,1146
415,31
333,216
212,32
873,324
2232,4552
5082,4939
1731,1334
216,384
2865,2374
1783,1919
385,216
538,624
3024,2954
3860,3114
465,362
234,196
682,431
5084,6904
1202,4641
232,115
533,538
1074,1429
235,42
473,249
2591,3761
214,225
135,28
249,149
17576,19024
1801,1248
448,260
678,701
477,514
270,59
626,208
3801,2224
226,155
14838,12365
252,211
6344,5482
380,309
659,466
380,369
579,974
221,115
1771,1717
6938,5990
680,818
269,169
3830,4558
386,694
202,192
3173,2731
205,129
674,362
536,302
4412,2663
177,69
199,134
996,1042
396,410
225,86
1123,1001
5071,4727
306,195
1413,1124
262,154
8608,11617
891,1059
116,82
604,346
394,242
1903,4119
304,180
347,195
422,250
80,38
417,187
276,278
454,225
245,413
1853,4290
114,166
2626,5833
2269,3673
541,1151
201,68
172,218
463,293
468,155
7193,3350
265,185
880,638
461,178
804,607
516,629
364,137
272,190
275,100
289,337
2164,2864
180,70
276,262
176,115
1187,93626
231,84
1015,1799
469,390
353,202
278,131
404,144
518,1690
293,60
2557,8906
317,310
190,441
459,161
3930,5550
481,246
88,46
920,182
234,165
279,128
1606,1657
497,293
1589,2064
706,1278
196,144
296,365
96,115
259,515
1551,2608
1157,1474
2879,2864
244,180
398,142
179,229
318,485
1491,6931
441,323
167,400
300,198
236,166
972,945
649,196
326,222
257,149
4959,6819
4415,4932
1129,1247
354,505
458,403
398,232
306,208
139,394
2614,2759
344,266
206,269
136,134
1270,1136
249,96
3263,3256
761,561
336,369
87,56
508,521
361,392
949,992
234,169
361,314
457,182
178,383
360,236
243,121
148,80
420,157
254,186
991,833
824,1596
333,249
357,190
408,857
2139,4654
3476,4212
675,1370
683,513
1807,961
385,536
1149,300
693,1296
2917,3835
363,280
230,202
291,134
229,186
117,94
305,16
5086,4057
286,190
236,166
361,278
821,1130
422,300
354,269
295,182
10063,6728
157,703
417,419
381,373
351,398
1534,513
583,501
470,314
13481,20534
224,106
265,215
364,1728
441,420
610,656
211,131
7005,7550
2213,1696
216,150
448,173
1118,1543
419,233
510,415
12408,11881
5682,7301
258,442
1295,960
1308,10169
420,420
235,356
257,109
3169,2558
203,101
262,252
270,20
308,135
3749,2517
208,418
4158,8498
326,213
431,305
314,454
58,59
152,68
545,3320
279,184
237,71
550,347
524,200
699,878
4617,12250
164,171
304,181
6964,12985
523,558
320,139
2155,2193
228,230
941,698
184,32
316,526
142,11
124,127
284,170
157,109
193,105
1976,2011
738,625
107,86
226,118
314,124
665,518
346,270
4443,4829
4171,3024
5051,6054
324,360
383,301
3558,3110
2966,2253
2174,1732
341,349
216,494
335,721
180,7
466,856
1097,160
435,601
386,1105
996,845
2374,2138
444,264
121,142
327,160
798,762
542,133
389,263
247,211
263,189
132,93
2118,1871
3829,5404
332,191
108,105
2365,2294
3428,3746
431,170
