uproc,diamond
0.035185,0.035113000000000005
0.08972999999999999,0.024306
0.0018080000000000001,0.005153
0.030611999999999997,0.02383100000000001
0.00037200000000000004,0.0009830000000000004
0.00043599999999999997,0.000255
0.0009699999999999999,0.0017209999999999999
0.000738,0.00083
0.043651999999999996,0.031472
0.004766,0.003804
6.9e-05,0.000103
0.001701,0.008088
0.0033539999999999998,0.001819
1.2e-05,9.0e-06
0.001073,0.001171
0.000114,3.7e-05
0.00059,9.3e-05
0.00030399999999999996,0.000153
3.8e-05,1.6e-05
5.0e-06,1.4e-05
0.028186999999999997,0.005588
0.002151,0.0006779999999999999
0.03222300000000001,0.03243800000000001
0.000647,0.000604
0.000303,0.00036799999999999995
0.000365,0.014743999999999998
1.0226370000000002,1.1950230000000002
0.000349,6.8e-05
0.001606,0.0009739999999999999
0.009827,0.017028
0.006357000000000001,0.003324
0.002141,0.0016779999999999998
0.000923,0.0006929999999999999
0.003812,0.009426999999999998
0.1465,0.047736999999999995
0.122776,0.099305
0.468092,0.5371159999999999
0.0008070000000000001,0.000876
0.09622299999999999,0.178402
0.03107,0.053096000000000004
0.004216,0.003592
0.5196359999999998,0.40442500000000003
0.002606,0.004375
0.018389999999999993,0.008258999999999999
0.0010500000000000002,0.000929
0.000504,0.00047599999999999997
0.002475,0.002046
0.000141,0.00013
0.002952,0.006559000000000001
0.00616,0.00486
0.0006289999999999999,0.000748
0.0008900000000000002,0.0010600000000000002
0.000106,4.8e-05
1.1e-05,4.1e-05
0.08425399999999998,0.05203699999999999
0.002805,0.005208
0.004165,0.003303
0.001241,0.0008110000000000001
0.0011020000000000001,0.000689
0.0006079999999999999,0.001138
0.019825,0.006165
0.003308,0.0029710000000000006
0.000847,0.000701
0.0005909999999999999,0.001644
0.003956,0.001731
0.035221999999999996,0.028731
0.00033,0.000571
0.003853,0.0035580000000000004
0.02584100000000001,0.06557
0.0025429999999999997,0.0036969999999999998
0.00413,0.0009110000000000001
0.001163,0.000705
0.007496000000000002,0.0010199999999999999
0.20863200000000004,0.131994
0.004661,0.0038999999999999994
0.0005830000000000001,0.001228
0.009799999999999998,0.001911
0.000606,0.003585
0.001328,0.001968
0.00030300000000000005,0.00042200000000000007
0.000689,0.000467
0.001592,0.0007769999999999999
0.024806,0.031964000000000006
0.014282000000000001,0.0020429999999999997
0.013021999999999999,0.018428
0.005123000000000002,0.0011949999999999999
0.00028600000000000007,0.000386
0.000477,0.00047400000000000003
0.000312,0.000383
0.0014080000000000002,0.0010019999999999999
0.0020639999999999994,0.0049250000000000006
0.0018379999999999998,0.003288
0.00049,0.000151
0.029562,0.01223
2.3e-05,2.2e-05
0.07080700000000001,0.05006100000000001
0.015955,0.014502999999999999
0.34803800000000007,0.22601000000000002
0.000458,0.000369
0.007487000000000001,0.004118
0.007221999999999999,0.000739
0.0015050000000000003,0.0013329999999999998
0.007750000000000001,0.004897
0.001934,0.0012720000000000001
0.000515,0.0006129999999999999
0.001028,0.000834
0.000991,0.0012
0.0012199999999999997,0.0025269999999999997
0.03927800000000001,0.030513000000000005
2.216355999999999,1.42429
0.004327999999999999,0.004162
0.05656200000000002,0.0027989999999999994
0.005884,0.005226000000000001
0.030281999999999993,0.005255
4.9999999999999996e-06,7.0e-06
1.9e-05,5.1e-05
0.011861,0.010168
0.006291999999999999,0.021575000000000004
0.021147,0.034428
6.999999999999999e-06,9.0e-06
0.000674,0.003352
0.010352,0.001667
0.001325,0.000495
0.000849,0.002032
8.999999999999999e-05,0.000138
0.000916,0.00032
0.00017499999999999994,0.000126
0.00020099999999999998,5.7e-05
0.000147,3.7999999999999995e-05
4.9999999999999996e-06,5.9e-05
5.9e-05,1.5e-05
0.000304,7.9e-05
6.9e-05,1.1e-05
6.0e-06,6.0e-05
0.00022899999999999996,0.00015399999999999998
1.9e-05,1.4e-05
4.2e-05,2.3e-05
1.2e-05,1.1e-05
0.001184,7.2e-05
7.999999999999999e-05,6.3e-05
