0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,1
11,2
12,5
13,112
14,139
15,232
16,460
17,994
18,682
19,759
20,646
21,519
22,495
23,989
24,687
25,1010
26,260
27,590
28,1069
29,688
30,2084
31,760
32,82
33,153
34,23
35,80
36,72
37,18
38,18
39,108
40,82
41,25
42,72
43,86
44,54
45,58
46,32
47,31
48,22
49,25
50,133
51,74
52,56
53,250
54,63
55,64
56,51
57,266
58,35
59,1
60,3
61,54
62,5
63,0
64,3
65,2
66,17
67,2
68,12
69,8
70,90
71,59
72,5
73,1
74,0
75,34
76,97
77,48
78,2
79,12
80,5
81,6
82,19
83,30
84,6
85,7
86,10
87,166
88,15
89,57
90,56
91,106
92,58
93,66
94,86
95,87
96,27
97,173
98,438
99,1767
100,3616 
