pfam	count
PF00140	34807
PF01943	52403
PF02732	33996
PF09180	25593
PF13692	44436
PF00467	37614
PF00415	12146
PF13610	21760
PF12680	45270
PF03100	69976
PF02767	68761
PF05448	11388
PF01430	46395
PF13369	26324
PF09317	76116
PF14349	52901
PF03006	30789
PF05726	66393
PF02748	22294
PF02730	27598
PF03786	14164
PF07722	19713
PF05573	18140
PF14551	29269
PF01798	23962
PF04986	36098
PF02104	79454
PF03548	59088
PF06684	43180
PF02482	53745
PF04115	43483
PF05766	9518
PF05194	22012
PF00071	20068
PF11761	17237
PF00712	58724
PF04095	12487
PF00752	27054
PF04060	31498
PF02423	29876
PF08546	28227
PF01590	72947
PF07750	30124
PF01311	32624
PF13751	34906
PF02699	48976
PF02033	56190
PF06865	60810
PF01914	42393
PF04002	29043
PF03091	29336
PF04267	32708
PF09382	28376
PF13686	85242
PF01974	38859
PF01201	23303
PF14340	49280
PF13459	24128
PF01713	57375
PF05635	37077
PF01930	17686
PF08819	27913
PF00217	15919
PF07282	19072
PF03618	39423
PF03992	29040
PF02230	39418
PF03575	38495
PF01052	28804
PF00276	47781
PF05787	58207
PF13475	17520
PF13477	41342
PF01972	11593
PF09968	6138
PF02810	28222
PF00255	36182
PF01923	33267
PF01200	16585
PF13087	18932
PF01985	48702
PF02971	18224
PF03874	22749
PF01182	29477
PF13356	35326
PF08239	50091
PF02457	22510
PF00471	39620
PF14870	20994
PF10108	29474
PF04212	15255
PF01890	22373
PF04034	28661
PF11775	34541
PF05161	26223
PF03065	24934
PF01149	53916
PF02899	54013
PF01849	17617
PF01339	49429
PF07662	34644
PF08897	56860
PF06945	22819
PF07971	41221
PF02781	22642
PF13310	29215
PF02598	33699
PF03321	54559
PF08666	32756
PF00494	21898
PF00027	39847
PF13667	40748
PF04191	44576
PF00893	48800
PF03775	50558
PF13538	35540
PF00135	20979
PF02446	41248
PF02132	31862
PF06798	17461
PF13486	13963
PF13279	67150
PF02378	11291
PF03454	39035
PF10458	34699
PF01958	19687
PF07934	26875
PF02675	15768
PF06293	44419
PF03918	56799
PF03825	51539
PF12973	32507
PF01436	16631
PF08471	12783
PF14827	47105
PF08843	30514
PF00041	20697
PF08032	33043
PF09360	21750
PF05866	8478
PF12156	41223
PF00728	56004
PF12627	54749
PF02638	13708
PF01987	19470
PF07626	7849
PF04052	37972
PF01194	18071
PF00253	38764
PF13585	16511
PF02631	65474
PF02558	22947
PF09861	12876
PF06677	15612
PF04285	24292
PF05016	36950
PF05872	22270
PF05661	44851
PF00196	61177
PF00327	30843
PF06267	22335
PF03685	21994
PF02503	29306
PF02325	28099
PF04972	48722
PF06094	44415
PF13586	29392
PF13727	44108
PF01287	15592
PF08484	28170
PF09140	17753
PF05940	10575
PF02979	14966
PF13478	46476
PF01667	19112
PF13501	41731
PF00035	35917
PF04608	27187
PF10415	26873
PF12006	9153
PF05048	20430
PF14370	15297
PF06368	10050
PF03876	19596
PF02614	29370
PF07399	34361
PF01094	23908
PF04406	19825
PF01927	25298
PF03450	29090
PF02652	30129
PF07645	7124
PF06441	20419
PF05139	52580
PF03350	42577
PF14100	7546
PF01010	21359
PF03235	30949
PF14815	42310
PF14696	17767
PF13654	55498
PF02567	29078
PF08770	41831
PF00008	7933
PF03473	25477
PF05226	35183
PF01887	16280
PF03626	27536
PF11028	20648
PF02452	19831
PF04356	72480
PF09822	22172
PF10385	34671
PF08535	35036
PF02686	33752
PF09818	17213
PF08334	22042
PF10469	26182
PF03301	35626
PF08753	19465
PF03031	26045
PF10432	25231
PF03745	19312
PF14311	12397
PF04359	36521
PF04675	38133
PF04432	30579
PF02790	44322
PF01951	21136
PF11821	9817
PF05114	26106
PF01096	16329
PF01907	18397
PF11127	40296
PF01782	43772
PF04566	16928
PF11845	22729
PF02592	31835
PF00245	27862
PF06249	32250
PF04246	39063
PF11969	34200
PF02447	47971
PF02040	9256
PF08323	41539
PF06689	28539
PF01330	35478
PF11376	9810
PF05239	42716
PF13186	24175
PF03591	42106
PF05762	28480
PF14319	16841
PF07624	7390
PF13359	13786
PF02225	42969
PF08668	60451
PF13620	30813
PF06853	44167
PF03726	37401
PF07171	8857
PF01750	18874
PF03160	10809
PF01155	11915
PF13337	19418
PF02595	15795
PF10017	26097
PF11614	41198
PF00251	9700
PF00351	19711
PF07021	32326
PF13740	22870
PF06230	12362
PF13661	26852
PF09630	19530
PF07549	35620
PF00440	48011
PF05816	7361
PF04075	9766
PF05140	21521
PF11174	41074
PF04679	31101
PF07602	12654
PF03966	30915
PF04138	26511
PF13473	39674
PF14578	19007
PF09856	28355
PF01599	12380
PF04963	28756
PF07230	22339
PF01873	22217
PF00001	5828
PF02604	17288
PF08915	22019
PF03592	5209
PF07978	8495
PF03749	28319
PF11953	14529
PF02154	25967
PF13565	9600
PF10142	12953
PF12708	8496
PF02622	28968
PF05065	13952
PF01526	106072
PF01501	27580
PF14072	17512
PF13205	15835
PF12911	28288
PF06452	42768
PF00775	26824
PF00022	10545
PF07705	13179
PF05547	14686
PF01994	20353
PF05523	30597
PF08340	18670
PF00147	7521
PF04227	27273
PF04238	15429
PF14255	25060
PF03668	26080
PF00468	28819
PF13248	17267
PF05118	22242
PF00232	76048
PF02588	33703
PF01283	17810
PF13148	23059
PF00281	31958
PF02664	11568
PF04403	20078
PF01020	14877
PF03571	26525
PF11842	40073
PF04961	12654
PF02151	16911
PF02814	12152
PF10418	18343
PF05209	37862
PF08943	29863
PF04355	30614
PF01891	17544
PF13421	13146
PF05711	17204
PF00194	8177
PF13482	17794
PF13624	39176
PF04228	8060
PF05656	14035
PF05157	24412
PF01706	19994
PF12833	79759
PF12007	27111
PF12811	15269
PF00392	35097
PF02788	43626
PF00515	17871
PF00704	14686
PF07470	18293
PF01963	32762
PF04962	29983
PF08068	15602
PF03824	6982
PF09370	7488
PF01796	16104
PF00450	40672
PF04463	11159
PF01880	11548
PF04015	12029
PF01361	17073
PF03205	17671
PF04018	27702
PF13371	28397
PF01313	14345
PF08274	21851
PF12728	13819
PF04041	13451
PF08463	16345
PF04982	18961
PF13185	50352
PF14099	22504
PF04286	47030
PF01073	9225
PF11967	35084
PF14240	9994
PF01179	11235
PF09173	16709
PF09587	14635
PF08818	15558
PF09826	11016
PF04012	23918
PF01170	26427
PF03958	26603
PF06187	14057
PF01191	14628
PF03551	15942
PF02837	31538
PF04386	33945
PF09371	14876
PF13722	22287
PF06470	19782
PF00359	19308
PF02411	17047
PF01205	18824
PF01165	32230
PF00301	26222
PF07730	40032
PF01978	16563
PF01514	27010
PF03861	31081
PF12784	26273
PF02943	9685
PF07510	14807
PF02016	19350
PF02374	8720
PF13116	58168
PF02609	26187
PF10459	55082
PF12112	43994
PF14537	7130
PF13243	7066
PF04257	54402
PF03400	21696
PF05145	25738
PF01885	7377
PF03029	10430
PF00063	9379
PF01223	21305
PF01637	28305
PF04430	28478
PF11853	15905
PF01910	8900
PF13145	34123
PF02778	24384
PF01055	45736
PF13612	7226
PF06052	19509
PF05050	19936
PF00570	20507
PF07714	8950
PF01957	18207
PF02698	23606
PF03806	20151
PF01870	20804
PF02632	25438
PF08780	7014
PF01081	20286
PF11798	12787
PF00444	16462
PF10414	34389
PF05751	33389
PF02667	45729
PF03253	6791
PF01990	16539
PF00112	22453
PF09976	37776
PF04077	37723
PF13532	29566
PF07045	18712
PF08019	21857
PF10442	20992
PF01937	13037
PF12836	15742
PF08447	22488
PF13089	16884
PF08608	18453
PF01915	36228
PF01928	25331
PF03852	10676
PF02107	29155
PF13404	13665
PF09969	17859
PF09699	6219
PF06242	14011
PF06537	9405
PF14376	8869
PF02600	17479
PF03787	16491
PF01219	28516
PF08345	20653
PF14529	8334
PF13588	16573
PF04465	9635
PF04068	13375
PF07396	27892
PF04241	32077
PF04567	10950
PF06827	18886
PF12626	35701
PF00576	27272
PF00028	14393
PF13884	12841
PF00481	9570
PF07366	19063
PF01934	13508
PF02283	9415
PF09905	28988
PF10101	24324
PF13523	4097
PF07691	8037
PF00090	9273
PF07596	6774
PF02689	7045
PF04989	10488
PF13487	25478
PF13609	37816
PF06769	8251
PF13083	10806
PF07944	7716
PF06676	18149
PF06240	17794
PF04039	9488
PF08206	30270
PF07679	3450
PF04893	21072
PF08069	11662
PF10590	24933
PF04493	5569
PF06445	6316
PF09656	23075
PF01401	33516
PF13409	18930
PF08714	5591
PF00428	10150
PF13425	18305
PF05717	30350
PF01712	28091
PF00982	10247
PF01246	10821
PF09378	12416
PF00723	8616
PF12715	4280
PF06980	53177
PF03953	6286
PF13599	16576
PF03573	39847
PF03028	9253
PF02126	5308
PF03544	29548
PF02624	13502
PF00989	33797
PF00831	23995
PF03840	22568
PF13806	23404
PF04991	13733
PF13550	12304
PF06455	22183
PF07943	37716
PF04390	39751
PF09411	35714
PF13437	35025
PF01036	17786
PF13578	17207
PF03264	7584
PF11638	31232
PF02694	16610
PF07786	38938
PF00832	8180
PF09848	14033
PF04960	28673
PF05943	8472
PF08495	24557
PF09936	4099
PF14108	16009
PF02552	7752
PF04332	7125
PF12826	19157
PF14294	10064
PF08659	11759
PF04480	11928
PF00225	9876
PF14236	9627
PF02565	35533
PF04443	21760
PF01428	11579
PF06792	6046
PF12008	10590
PF13637	3046
PF04298	11023
PF09674	16705
PF14814	24722
PF01627	46816
PF05158	10146
PF01402	13933
PF04368	10404
PF14606	3447
PF06175	19198
PF05159	14321
PF00498	7841
PF09249	17286
PF04242	12643
PF07681	22043
PF06480	33116
PF02470	27936
PF04032	15216
PF03297	11512
PF02929	27107
PF00530	4665
PF01939	9019
PF13280	33199
PF04268	19988
PF13558	14713
PF08665	15609
PF03313	34497
PF02002	16985
PF02657	17277
PF00808	11341
PF08388	25604
PF08712	14648
PF07593	7702
PF09989	5607
PF12034	5946
PF11751	16391
PF09722	25509
PF04377	14209
PF00101	15809
PF08645	25359
PF14810	13044
PF01226	43895
PF09365	14150
PF13333	28499
PF05559	9318
PF13192	10327
PF02368	3934
PF01861	3602
PF06844	15266
PF03215	12587
PF03437	10146
PF10861	14597
PF14639	10591
PF11175	6487
PF06202	6325
PF07559	24316
PF07927	7682
PF07475	5826
PF13545	16552
PF04087	6075
PF04993	11113
PF04613	22192
PF12437	9016
PF01704	9179
PF05013	13331
PF02625	18468
PF01238	9189
PF11753	9097
PF01364	17306
PF08482	12496
PF06739	10196
PF00759	6552
PF00754	8472
PF02798	26541
PF10566	10886
PF00258	34824
PF01137	6269
PF03837	7358
PF06213	18825
PF11906	9908
PF03783	17153
PF12947	2774
PF12806	30512
PF07264	19121
PF00736	9489
PF14715	25067
PF04223	12933
PF09489	10144
PF11975	7378
PF03055	17483
PF01074	11847
PF13362	8895
PF13574	4027
PF13420	12888
PF00460	11542
PF13518	11465
PF06821	7594
PF08060	9246
PF10023	8978
PF14486	3423
PF07719	22091
PF07499	17107
PF13584	41337
PF06167	14695
PF05893	14638
PF01739	34476
PF03969	16594
PF12844	18029
PF09492	3199
PF13754	14369
PF03681	7669
PF11959	21960
PF14559	24632
PF13377	90264
PF04326	17955
PF02599	8597
PF14790	9030
PF05015	14380
PF05896	17750
PF13905	6134
PF03098	6979
PF10584	8279
PF06134	4019
PF07090	4431
PF07286	5678
PF04264	33967
PF13384	7593
PF11141	23505
PF07804	10955
PF13857	2482
PF01837	9572
PF07642	7477
PF04010	9840
PF03417	15764
PF13937	9779
PF03938	28734
PF07498	18275
PF06068	3591
PF05430	15509
PF10670	12483
PF09712	12656
PF12172	8783
PF01794	18697
PF01152	17277
PF04800	9259
PF07136	10027
PF06032	5517
PF05188	15197
PF01022	10672
PF08402	24803
PF12245	9551
PF02922	18517
PF11890	23418
PF11805	3800
PF07331	14650
PF12832	4945
PF14841	12208
PF06147	5424
PF04027	9172
PF13673	11561
PF12774	5789
PF03928	13786
PF05899	10274
PF06114	22302
PF05708	15464
PF12797	4611
PF05136	5963
PF12038	8125
PF02868	3843
PF07799	16085
PF13372	36051
PF13366	11506
PF00199	55173
PF06182	3810
PF06258	20261
PF01726	11892
PF06559	13279
PF08448	40086
PF03892	6880
PF07805	9220
PF06127	22783
PF00629	6991
PF11734	28373
PF08392	1733
PF00689	9036
PF00350	10671
PF00940	7012
PF02460	16277
PF09459	3267
PF05860	5698
PF10559	7637
PF03559	7265
PF14269	5984
PF04758	8871
PF13671	10546
PF05973	8114
PF07940	10529
PF13495	12369
PF02085	13531
PF05063	5823
PF02056	7818
PF09844	7259
PF14905	93063
PF05742	20119
PF13278	19757
PF00936	5452
PF14707	4799
PF01922	10688
PF04408	10541
PF00622	5481
PF06966	11595
PF03673	2108
PF05025	7223
PF00670	9061
PF04365	9551
PF02706	28206
PF07167	11367
PF13567	22903
PF05699	4062
PF09369	5667
PF03934	15965
PF13808	6348
PF14842	13882
PF03441	78861
PF05275	45147
PF01427	13845
PF13675	10819
PF04717	6565
PF11898	38686
PF13638	16461
PF14791	2859
PF11946	5331
PF04685	9814
PF11351	4232
PF02912	18030
PF05426	10402
PF03712	4841
PF05107	6324
PF12897	17399
PF03334	4977
PF00195	11186
PF04973	21779
PF05096	9604
PF02342	4230
PF12458	3025
PF00891	12650
PF13622	32492
PF00401	14278
PF08889	13438
PF00153	5788
PF03808	10852
PF07664	7856
PF05673	7042
PF02128	9247
PF12450	3904
PF09588	6880
PF12727	9597
PF01745	11879
PF09948	3711
PF04214	10468
PF02029	3282
PF00207	7216
PF06123	4148
PF05164	11176
PF04955	7645
PF13344	7726
PF05117	2358
PF09123	1810
PF02789	14918
PF04013	4208
PF04303	25119
PF06039	17384
PF13240	5061
PF03444	8602
PF03963	10163
PF00025	7251
PF11950	7702
PF04187	6954
PF13230	32915
PF01982	12723
PF00443	6162
PF12345	7069
PF12137	19403
PF00179	7873
PF01047	18588
PF13676	4338
PF13387	11580
PF04773	23306
PF02662	11153
PF02733	13336
PF13749	9749
PF01976	3495
PF01276	19376
PF13391	5179
PF02308	8231
PF06315	29994
PF09349	13880
PF07703	8674
PF04951	6382
PF04029	4550
PF13245	8941
PF08279	12119
PF06089	8250
PF03595	10252
PF14470	10479
PF10410	24207
PF07196	5822
PF00190	12519
PF07040	3618
PF07345	8297
PF04135	7862
PF02679	6605
PF04384	21162
PF02744	17152
PF01292	21494
PF04376	7888
PF13657	7449
PF01899	7565
PF00295	19659
PF10503	13740
PF01446	9993
PF06742	9813
PF04748	17069
PF09827	7544
PF02211	5305
PF10277	3733
PF13677	7976
PF14607	1982
PF13429	7558
PF14667	12983
PF06450	19709
PF13244	4417
PF00148	11161
PF00667	8076
PF13807	15782
PF13759	9486
PF13505	54296
PF00188	6690
PF04616	10635
PF04451	8003
PF07508	3339
PF00856	6976
PF02498	6525
PF07748	8203
PF07729	23602
PF01818	6839
PF10060	2714
PF03259	4608
PF13784	4963
PF01011	9512
PF04023	9594
PF00584	18197
PF13592	4700
PF01980	14028
PF03174	2801
PF06146	14524
PF03412	19112
PF07876	11041
PF02055	5591
PF03420	10657
PF02676	4313
PF13402	4255
PF02741	3183
PF10984	11589
PF02613	6610
PF05987	6622
PF12118	17478
PF05090	21529
PF03184	4173
PF13452	10060
PF04028	8595
PF00240	5637
PF01904	10746
PF02594	4902
PF13539	3147
PF08291	8990
PF06041	15362
PF04266	3516
PF03119	5241
PF13194	7364
PF04357	45865
PF13548	3176
PF05694	4935
PF01638	20217
PF11818	11724
PF08011	13853
PF09339	11722
PF03562	5806
PF07578	17347
PF01755	9574
PF12241	6767
PF06969	16995
PF00479	8429
PF03577	10699
PF05869	4145
PF10593	4517
PF13189	3564
PF01051	63446
PF13291	17191
PF13557	19580
PF04042	5344
PF08774	13272
PF08478	15238
PF00445	4040
PF04102	18820
PF00309	7297
PF04255	3025
PF05100	6967
PF08745	2536
PF13852	5716
PF13524	10820
PF03899	16542
PF13656	4190
PF14597	7902
PF05593	3002
PF01628	6542
PF05167	7807
PF08331	12222
PF13632	8780
PF03445	12638
PF13598	4465
PF02563	14421
PF02561	11397
PF04752	5496
PF00057	4002
PF05488	3742
PF04468	5759
PF03354	5374
PF11074	14551
PF06940	2505
PF01913	4007
PF09351	3688
PF00431	2080
PF13479	7859
PF02901	10014
PF07484	4201
PF02556	11676
PF07505	4404
PF04185	9327
PF11583	11799
PF01431	32623
PF01204	24421
PF11013	8022
PF13499	5751
PF12094	10287
PF02265	20434
PF13935	1505
PF02049	8954
PF02525	33234
PF07355	3384
PF07908	5499
PF12899	7329
PF07638	2332
PF03932	4460
PF13581	8691
PF09113	4000
PF03008	5474
PF14890	9427
PF09923	7154
PF10095	13058
PF03961	41903
PF02591	6116
PF00386	2847
PF03266	2878
PF09055	5122
PF02583	6699
PF13338	5866
PF02895	10965
PF14792	2336
PF05203	3349
PF00454	4223
PF04422	11303
PF03597	13072
PF14384	4924
PF07693	10992
PF03133	4876
PF06934	22715
PF14821	10126
PF00124	3791
PF12872	7342
PF12163	7174
PF07993	7316
PF04134	14295
PF09250	3862
PF14490	6139
PF12802	7086
PF00080	14263
PF02833	5392
PF02834	7821
PF02289	4753
PF12781	3891
PF00096	7462
PF08886	4911
PF04536	9861
PF04240	2586
PF09994	4939
PF14104	3284
PF05895	3342
PF05947	4283
PF03744	1709
PF03457	1859
PF11199	16162
PF04397	28498
PF03275	5751
PF00544	9805
PF07584	4490
PF13715	18525
PF05168	4800
PF02366	7209
PF07152	10466
PF04784	18658
PF05153	5117
PF00059	3837
PF03599	9315
PF09704	4788
PF13536	10169
PF06243	5531
PF02335	3176
PF04977	13949
PF01710	2157
PF09723	5012
PF11067	3100
PF12775	3914
PF12072	9649
PF14347	4423
PF13392	2793
PF05875	5143
PF00381	7763
PF14063	13010
PF13036	5329
PF02237	10762
PF10411	18749
PF11932	15022
PF01345	3911
PF07073	8694
PF01483	5997
PF12780	4211
PF03743	15219
PF07582	5289
PF04586	6732
PF00050	2004
PF08804	6347
PF03748	16368
PF13354	14824
PF14226	12799
PF02952	3870
PF00781	9499
PF07998	1401
PF08376	25531
PF03587	6675
PF06938	11471
PF06491	6098
PF04066	3313
PF13704	9484
PF07717	10592
PF06999	3143
PF01447	2343
PF13005	9941
PF01741	6279
PF13449	6027
PF09553	2114
PF02169	11124
PF12895	11662
PF10938	2174
PF05995	3381
PF03738	9805
PF14659	5378
PF04237	9373
PF06834	8645
PF06180	4482
PF13721	14691
PF14375	6520
PF02806	9063
PF11977	2776
PF10543	7825
PF07143	14212
PF02579	6652
PF08393	3911
PF10722	2924
PF04794	4248
PF07080	7042
PF03755	11547
PF13875	5282
PF14535	5455
PF01881	2974
PF01905	3491
PF04561	8951
PF07683	10344
PF14247	3881
PF06224	6360
PF04860	4791
PF02743	10981
PF08028	8034
PF08937	2596
PF04098	3139
PF03690	2188
PF08421	5517
PF10544	8074
PF05071	6218
PF09179	20476
PF02522	1853
PF06841	8274
PF10509	7751
PF04381	25154
PF11249	6864
PF09907	4365
PF12544	2105
PF13166	7912
PF13336	17085
PF13596	4580
PF03604	7006
PF04445	9657
PF14307	3756
PF02641	3028
PF03319	2307
PF14092	4336
PF08486	3416
PF12686	2824
PF05942	1095
PF14863	5777
PF01602	3689
PF14743	12770
PF13560	6451
PF07350	9678
PF10092	1655
PF14716	1680
PF07298	3488
PF14518	3286
PF07958	1822
PF03200	3666
PF13664	2816
PF13509	8438
PF03222	2811
PF02544	3986
PF04754	6561
PF03606	16652
PF12777	2887
PF05649	39214
PF13542	9740
PF00201	4360
PF05258	5224
PF14224	24427
PF05127	5783
PF10079	11940
PF10518	5778
PF10117	9240
PF02065	25964
PF03687	3914
PF07238	25175
PF10061	3818
PF13286	8916
PF08149	5097
PF05728	10563
PF08722	2793
PF13651	6947
PF04151	3944
PF09364	2637
PF05154	4458
PF09695	3320
PF01633	6705
PF09912	4274
PF07727	4236
PF08719	2595
PF13514	2896
PF12362	8541
PF03583	4497
PF06426	12179
PF08706	2392
PF14539	13235
PF04174	25518
PF14498	3681
PF12570	6830
PF13188	8432
PF07519	6083
PF05930	8239
PF04198	15826
PF14239	1957
PF13745	2930
PF04945	6158
PF13156	4042
PF08734	3672
PF13440	5353
PF05592	6650
PF13621	15504
PF13443	5493
PF08378	5717
PF14582	302
PF07916	12632
PF00637	1672
PF14248	5463
PF04865	2676
PF13480	11424
PF06314	6185
PF11329	1573
PF03848	4936
PF06130	2404
PF13395	3668
PF03083	5672
PF04366	9848
PF07659	5441
PF07637	1613
PF09962	2595
PF02685	14598
PF09336	4356
PF04235	2554
PF11649	4214
PF03415	2274
PF14516	13325
PF04233	3333
PF03481	3841
PF06067	12044
PF11026	21290
PF05014	6408
PF13927	1094
PF01864	3456
PF07495	13542
PF03537	2461
PF10145	3614
PF14031	2434
PF03942	14446
PF11984	2109
PF07541	4107
PF07678	1707
PF02945	1033
PF05954	14253
PF13763	4870
PF05380	683
PF11899	2225
PF13102	14255
PF03927	3521
PF12694	1799
PF07195	12675
PF04456	2295
PF03911	4428
PF06050	8568
PF09685	8415
PF03632	4975
PF13200	4109
PF10127	1781
PF01614	12178
PF13527	3339
PF05292	3382
PF11325	8748
PF07660	10215
PF00900	3946
PF00023	1022
PF04026	2060
PF04337	1332
PF09678	2965
PF01126	2644
PF04350	10240
PF02931	1876
PF00852	4819
PF13601	3305
PF13737	4588
PF14789	2265
PF00079	6839
PF07085	6377
PF06580	20353
PF10027	1306
PF12225	3911
PF02108	11856
PF09521	2614
PF11736	9498
PF07796	7275
PF10276	5413
PF07669	8829
PF13718	6438
PF02469	13308
PF10551	1869
PF13700	33655
PF01529	2105
PF11053	2416
PF06725	3785
PF07826	10968
PF06277	1544
PF03219	6736
PF05638	1668
PF06941	7145
PF07063	11267
PF07568	2745
PF00866	4013
PF02534	5387
PF05982	1887
PF08385	2275
PF07609	1144
PF13900	60058
PF03594	33981
PF10263	6071
PF04248	3128
PF04343	3836
PF12147	759
PF06550	1439
PF09929	1514
PF13618	7562
PF09527	6376
PF11721	1183
PF11726	7860
PF13843	1704
PF01940	3288
PF10387	8411
PF02010	10277
PF13711	5763
PF08327	16360
PF09278	19720
PF11924	9402
PF07308	7214
PF05036	16386
PF03729	2887
PF08332	1612
PF13895	1264
PF09608	6582
PF08013	4779
PF02932	2058
PF13444	19222
PF04338	20005
PF01231	3127
PF14333	2261
PF09511	1022
PF14850	7626
PF09663	2345
PF04280	5958
PF10991	4935
PF07386	15672
PF02449	2162
PF03803	2732
PF09471	2369
PF14690	9896
PF04221	3521
PF05437	13878
PF04410	2965
PF09863	10317
PF11171	2453
PF00046	1683
PF01752	1990
PF04392	18389
PF03598	7821
PF15436	4278
PF13418	1738
PF00959	3134
PF13639	2915
PF01344	2454
PF11563	2795
PF03315	13087
PF03797	4045
PF02557	14525
PF06877	6555
PF09586	5902
PF01753	1893
PF04230	7867
PF03888	8485
PF14196	1641
PF13699	3125
PF06347	5884
PF01531	5946
PF05738	2486
PF11892	11748
PF11723	1164
PF10243	476
PF03894	1432
PF12221	7821
PF13374	2507
PF09314	7371
PF04996	20254
PF06035	7455
PF13367	3377
PF07632	1427
PF06863	6410
PF04665	4903
PF06634	2142
PF14382	2093
PF13118	3569
PF03703	21305
PF13555	2750
PF05163	6901
PF04966	21950
PF11137	8880
PF06782	2135
PF02906	6043
PF13370	1541
PF11220	2856
PF02645	4124
PF04024	10323
PF02275	4223
PF13719	3144
PF00358	3269
PF08071	2793
PF07610	3958
PF07695	24860
PF01124	22190
PF08662	9341
PF14765	3284
PF06296	3001
PF13451	973
PF04444	1505
PF10437	3670
PF07648	1403
PF07209	7208
PF04030	4415
PF04261	26984
PF08242	3901
PF00632	2457
PF04348	28814
PF13732	3099
PF09601	5931
PF05524	8623
PF06082	27935
PF13454	3822
PF11015	2005
PF10755	910
PF02734	4953
PF03610	2534
PF07698	4562
PF11391	3445
PF13144	14261
PF00376	4511
PF14241	4892
PF12100	4340
PF04314	5222
PF02317	1551
PF11651	1774
PF10399	4983
PF14238	1696
PF13155	4423
PF02182	1889
PF03405	2764
PF07009	1060
PF02709	5523
PF13682	6391
PF13690	12076
PF14524	2819
PF04632	7811
PF11783	2737
PF04299	6097
PF04193	3828
PF05433	4020
PF13470	3727
PF13275	3830
PF11992	26562
PF11741	10849
PF13181	6513
PF06100	7819
PF05336	2361
PF06251	10873
PF13936	2123
PF03589	950
PF04289	1981
PF05988	2843
PF14903	3513
PF12471	1086
PF12088	1557
PF09171	1971
PF01222	1605
PF09925	2659
PF05354	965
PF04473	1421
PF11997	3279
PF13577	5717
PF07854	1112
PF04932	6710
PF00690	2425
PF13650	13904
PF13350	2065
PF03646	3914
PF11066	7123
PF00455	18453
PF00628	1752
PF00975	5125
PF09363	995
PF09837	3312
PF13020	3189
PF03359	1690
PF04885	887
PF09992	2282
PF13271	5541
PF07882	2062
PF11981	2337
PF04981	2324
PF07736	1323
PF04488	3986
PF01400	953
PF03142	1636
PF02797	4456
PF14399	10423
PF07743	10984
PF14102	1041
PF00657	5190
PF03884	4130
PF04917	1202
PF00862	2337
PF02253	19930
PF03088	8845
PF05545	7771
PF03965	14155
PF12073	5133
PF13408	1214
PF02596	4506
PF13415	2041
PF09852	1194
PF05643	4289
PF00110	1013
PF07866	3544
PF09383	2667
PF07275	2760
PF13645	1187
PF04165	1337
PF10926	2684
PF01424	1745
PF08125	18339
PF02120	11851
PF12525	4596
PF07639	1531
PF12823	3679
PF05569	11763
PF05971	21319
PF14397	4833
PF12322	3600
PF11756	1798
PF12950	5998
PF13264	2180
PF13564	3431
PF06564	2152
PF10134	2932
PF13313	1728
PF05838	3671
PF11339	4033
PF05170	13228
PF00223	1901
PF13398	1037
PF04670	1712
PF09694	24665
PF09615	1578
PF10005	2043
PF06348	3119
PF00014	2367
PF13717	2830
PF14123	4357
PF01576	1218
PF13174	7743
PF00051	1468
PF02361	4180
PF14358	968
PF04351	9131
PF05591	2466
PF10923	6214
PF12323	3302
PF02571	4908
PF03864	1565
PF13563	12547
PF14315	1266
PF04965	1782
PF14385	1772
PF08768	2026
PF06602	902
PF14897	1668
PF07980	10606
PF04724	5433
PF04402	18353
PF05686	7259
PF00060	2061
PF00566	2090
PF09928	3294
PF00955	1773
PF09585	869
PF01532	2164
PF00142	3853
PF08349	1588
PF02796	4433
PF07831	3554
PF14088	1200
PF08496	6210
PF14793	7394
PF09825	939
PF10569	1527
PF03776	6508
PF02461	2951
PF12625	35010
PF04892	3220
PF13311	2706
PF12812	4637
PF04364	6476
PF05761	1898
PF13817	3223
PF09345	2048
PF01295	26987
PF13920	1518
PF13781	732
PF00615	1479
PF05148	810
PF03432	9000
PF02705	5301
PF00888	1447
PF03079	1682
PF01346	9235
PF01043	2259
PF02311	11879
PF11902	4557
PF08308	6962
PF04958	17259
PF14684	3718
PF13430	4926
PF04476	1517
PF00102	1665
PF04380	5034
PF00421	1717
PF03865	6781
PF14345	1026
PF02550	17161
PF00356	18423
PF06803	2150
PF13559	2262
PF02990	3137
PF02491	1278
PF09344	1814
PF12800	2284
PF10067	927
PF03476	2458
PF07929	5158
PF03886	7344
PF04655	723
PF08850	5539
PF11172	11877
PF03492	3015
PF13438	7333
PF12556	3270
PF04809	4696
PF08367	3836
PF11307	8255
PF04140	12009
PF09375	7412
PF13769	2834
PF14281	3629
PF05889	3724
PF14052	10226
PF12128	34389
PF14010	1010
PF07460	691
PF03221	690
PF09851	1247
PF00182	1911
PF05936	2198
PF08338	8291
PF00910	2471
PF09312	6738
PF07277	25768
PF13583	4096
PF13723	3624
PF05810	758
PF12513	1647
PF03693	8468
PF14711	871
PF04229	1326
PF09876	453
PF04340	13595
PF00931	2472
PF04325	1959
PF01773	5975
PF01485	1556
PF05693	2625
PF12760	1511
PF00053	1058
PF09107	1893
PF13776	2573
PF09834	4742
PF09290	1835
PF14534	5716
PF09330	24103
PF10118	20646
PF09176	1422
PF09215	1651
PF07555	1823
PF06496	1660
PF05901	1034
