pfam	count
PF07920	3862
PF13649	1744
PF04378	9377
PF00328	5042
PF09414	690
PF03524	1413
PF08808	4884
PF05981	7002
PF14938	869
PF12224	3477
PF06751	6706
PF14234	1612
PF05144	28866
PF11533	634
PF03616	3151
PF02138	1400
PF06800	925
PF07880	1457
PF08837	2923
PF04900	3286
PF02889	1109
PF14824	4071
PF10936	747
PF09529	3780
PF13342	630
PF06078	2932
PF02001	2993
PF03135	1457
PF03367	1446
PF01993	1690
PF04978	461
PF00307	1186
PF11303	935
PF07607	665
PF14882	1375
PF06560	1026
PF11964	4891
PF02603	1078
PF09972	3094
PF04612	14345
PF00114	2891
PF03567	2766
PF08212	14751
PF09719	1054
PF06616	1350
PF14528	2073
PF00651	864
PF13562	4572
PF07608	703
PF13204	2039
PF07471	746
PF02201	1146
PF02663	3646
PF05618	11500
PF12787	2385
PF11737	17635
PF06133	452
PF07907	876
PF05534	1578
PF04654	1501
PF06874	4294
PF00887	4532
PF00168	1236
PF14134	7742
PF12439	1391
PF03534	885
PF06826	3002
PF09614	963
PF11897	2191
PF02465	2894
PF13114	2841
PF01889	1325
PF10262	1650
PF02623	3369
PF08885	6236
PF09855	1284
PF05137	9147
PF14332	943
PF10412	3164
PF04474	1672
PF02313	1890
PF01490	1794
PF05706	931
PF05443	1696
PF11855	2107
PF05951	1080
PF14804	1699
PF05128	7006
PF04751	7478
PF02037	1016
PF12913	1470
PF06629	12672
PF03684	914
PF13625	1255
PF09669	1052
PF00652	797
PF06986	16892
PF14402	3335
PF14378	1043
PF09488	701
PF14670	613
PF03422	1035
PF00532	5153
PF09520	2741
PF00250	844
PF05626	973
PF14214	1098
PF04296	2284
PF00058	509
PF13396	1596
PF08401	1603
PF09624	2569
PF00264	1594
PF13547	3126
PF06262	1717
PF06172	5605
PF07087	1278
PF11146	1691
PF13655	1111
PF15515	2383
PF08220	7560
PF04383	5183
PF05116	2123
PF12696	928
PF10025	168
PF06073	2308
PF00244	1103
PF09261	2026
PF08747	2551
PF13665	411
PF01986	1241
PF11017	22268
PF00173	1622
PF12399	2811
PF08899	1377
PF00412	981
PF00200	687
PF13289	3038
PF10223	3671
PF10028	524
PF08479	2112
PF07523	598
PF00002	674
PF03527	487
PF00003	672
PF09626	1234
PF12860	15349
PF02358	1996
PF10096	2515
PF08272	2983
PF03071	3880
PF01874	4338
PF13428	1673
PF00995	1149
PF14591	726
PF06884	1110
PF10021	1186
PF06074	1737
PF01217	1240
PF01270	9030
PF12876	755
PF14803	1011
PF14499	10053
PF01640	1155
PF03975	11550
PF09966	1951
PF01412	860
PF07456	946
PF01062	7191
PF08902	2223
PF00503	1506
PF11578	2163
PF04693	1462
PF00432	897
PF14552	1482
PF12268	1312
PF13876	493
PF03901	2115
PF13468	4425
PF06468	2003
PF04008	1992
PF03733	1346
PF12903	285
PF05147	647
PF07385	1415
PF03994	6196
PF08870	1177
PF10049	3636
PF13921	1111
PF14297	570
PF05731	1111
PF07798	1136
PF03007	20587
PF05406	568
PF00435	929
PF10652	3234
PF04168	11200
PF05035	677
PF06714	783
PF06992	562
PF11463	1511
PF09917	6223
PF09918	517
PF08083	788
PF06996	1527
PF04434	1119
PF13643	1721
PF07673	1480
PF03924	3178
PF11893	12007
PF07110	1521
PF14493	2524
PF12682	1231
PF12837	842
PF10014	664
PF05359	20534
PF03683	1243
PF04172	18040
PF03203	9996
PF04245	22795
PF10129	538
PF04417	356
PF03243	442
PF11827	12478
PF09195	1968
PF02069	7335
PF07514	7430
PF03713	10117
PF14497	7951
PF12119	1591
PF05185	912
PF13687	1085
PF07307	614
PF10647	675
PF00331	3321
PF03459	1730
PF14907	2366
PF02300	1521
PF12242	1999
PF07311	1671
PF09594	4220
PF00648	1399
PF06628	9919
PF08735	1505
PF08305	657
PF03067	749
PF07879	1026
PF09664	675
PF08681	622
PF01363	1069
PF10040	1492
PF13735	1088
PF12741	3280
PF03137	499
PF00026	1460
PF14338	1750
PF11716	1967
PF09983	1010
PF09935	634
PF02551	1799
PF03659	621
PF02363	1037
PF14291	507
PF00653	2217
PF08269	5380
PF02026	505
PF11866	1096
PF13376	2513
PF12262	9564
PF02680	829
PF13883	1280
PF01917	844
PF09127	4784
PF04995	4451
PF13453	689
PF07751	5741
PF10048	1198
PF06482	949
PF04322	357
PF13703	17474
PF09957	1544
PF14526	1510
PF11164	3542
PF05772	444
PF11974	1157
PF03016	2369
PF07295	1410
PF02805	3902
PF12531	472
PF09094	924
PF13861	5751
PF02807	2397
PF02958	7390
PF00042	2031
PF14103	1453
PF13744	3082
PF05401	4872
PF08485	2248
PF11976	1849
PF02995	943
PF00928	2304
PF03917	1690
PF14419	824
PF14229	845
PF14331	1556
PF05732	4314
PF13298	902
PF06764	9926
PF06108	739
PF12419	1218
PF09838	4921
PF03291	1389
PF04459	4983
PF06414	7678
PF04947	2018
PF09684	522
PF13684	1594
PF08751	1292
PF09343	318
PF06964	1851
PF02281	744
PF03590	1465
PF04446	523
PF05272	1797
PF00633	1035
PF10102	1211
PF00735	836
PF02728	1083
PF07702	7633
PF00151	498
PF07072	6987
PF11136	1084
PF13521	5163
PF00105	616
PF04294	1173
PF10073	518
PF12771	3171
PF01151	892
PF10124	994
PF07643	456
PF14252	1173
PF00875	22881
PF14819	6140
PF07949	3006
PF14595	4540
PF09831	4552
PF06626	425
PF07173	539
PF08273	2094
PF09709	2038
PF11907	6058
PF12105	2822
PF14561	5247
PF04564	882
PF12146	3199
PF13529	4932
PF07760	1528
PF04587	2127
PF03711	2625
PF09242	1120
PF14237	1051
PF14127	2058
PF05729	1030
PF08849	2864
PF01954	555
PF03162	727
PF08531	1857
PF09086	418
PF00643	434
PF09859	485
PF12288	676
PF03245	624
PF12729	4313
PF05367	1194
PF00233	1140
PF13679	2371
PF02610	1369
PF14583	505
PF08840	3504
PF13946	669
PF01534	414
PF01232	9892
PF07486	1107
PF00097	491
PF06695	3479
PF12976	1363
PF11948	1361
PF10342	681
PF10006	1105
PF10111	12253
PF03630	2213
PF00385	416
PF11010	594
PF01833	627
PF06510	266
PF06850	835
PF13593	5425
PF04317	13474
PF14251	573
PF13733	842
PF08477	770
PF06322	295
PF12069	11617
PF10825	1089
PF11195	707
PF02332	3106
PF14759	3500
PF09720	985
PF07884	1107
PF10105	1610
PF04547	617
PF13263	1831
PF11008	2118
PF14525	3848
PF13176	1181
PF11453	507
PF01398	1088
PF09442	1439
PF10947	1712
PF03502	6260
PF00514	737
PF03170	19447
PF05089	1507
PF04916	484
PF11449	10965
PF11873	1169
PF13007	7963
PF00996	764
PF00816	2896
PF11397	736
PF11985	269
PF08449	759
PF07836	871
PF07700	8067
PF09937	536
PF03937	3937
PF10433	774
PF11335	1303
PF10460	603
PF04053	730
PF12623	273
PF08031	1273
PF01301	1416
PF06738	8493
PF07900	838
PF00134	1126
PF02333	18452
PF00169	868
PF14505	852
PF01457	4721
PF09095	1344
PF13730	827
PF02839	396
PF01650	2282
PF13413	2286
PF00104	649
PF14509	2355
PF13835	776
PF10712	633
PF12077	676
PF09002	1477
PF06904	607
PF13109	3230
PF07477	530
PF08325	1370
PF01183	2116
PF07318	1835
PF08966	1909
PF13182	1640
PF12307	564
PF00755	2772
PF04263	1127
PF10788	616
PF00876	748
PF10009	9195
PF04347	4222
PF00066	682
PF02976	5340
PF00577	12698
PF07825	351
PF13725	394
PF09359	2193
PF10116	4641
PF02286	548
PF08984	1202
PF01169	1857
PF13305	9567
PF13613	656
PF03090	951
PF04312	434
PF11973	1821
PF04577	1345
PF11903	1733
PF14413	346
PF01764	8965
PF14700	556
PF00084	279
PF06048	7053
PF04791	423
PF05497	483
PF09828	2423
PF11680	3483
PF06276	3746
PF05610	1478
PF14487	3391
PF13466	6797
PF03306	2846
PF11251	3461
PF09970	857
PF14076	5787
PF06772	3130
PF13511	4909
PF04182	299
PF09499	1044
PF12643	1674
PF00388	453
PF12261	9549
PF11138	6292
PF11356	7333
PF04354	5956
PF11130	3766
PF01214	584
PF14057	1882
PF03159	1078
PF04777	1094
PF07291	11747
PF04375	17638
PF01886	648
PF04072	5116
PF14508	2964
PF14521	211
PF10371	1557
PF10294	1201
PF00332	937
PF12571	327
PF11695	2776
PF09958	596
PF00017	435
PF07022	2425
PF00882	977
PF02214	646
PF08936	482
PF10728	3183
PF01931	9186
PF14267	825
PF00644	933
PF05057	2292
PF00626	531
PF09293	856
PF06971	516
PF05231	16909
PF01221	609
PF10266	503
PF13833	724
PF03411	602
PF07682	831
PF13195	1648
PF02171	1036
PF09491	2529
PF00130	536
PF13533	6819
PF04130	951
PF08369	494
PF04346	342
PF11149	519
PF05552	5704
PF14257	2378
PF13320	822
PF03814	4508
PF09899	23012
PF07219	6320
PF00636	1916
PF03816	1297
PF04427	1414
PF00917	429
PF05577	850
PF02963	612
PF01786	887
PF08030	457
PF02407	2408
PF05235	2396
PF03982	608
PF03073	1179
PF01228	1921
PF02389	600
PF14689	1621
PF12012	317
PF03922	24279
PF14336	597
PF01082	362
PF06054	1147
PF05854	896
PF09391	1539
PF06197	838
PF09484	974
PF10113	2459
PF03705	5862
PF07261	384
PF07168	813
PF13079	756
PF04342	1432
PF07120	1227
PF04316	2973
PF11589	4729
PF09850	1174
PF01477	578
PF13801	580
PF03479	1418
PF06107	433
PF08821	2077
PF14686	426
PF13590	8906
PF03269	1590
PF07819	5389
PF13885	269
PF00367	603
PF00010	578
PF02050	3256
PF09455	1386
PF02434	507
PF04315	6778
PF14163	380
PF03906	293
PF03981	1905
PF14580	557
PF00621	837
PF08907	3566
PF11863	172
PF09836	4081
PF08014	10137
PF07661	424
PF00630	399
PF07766	1474
PF08992	1632
PF07758	333
PF02388	1960
PF01399	766
PF01762	520
PF03640	308
PF03605	1022
PF11658	166
PF06055	7970
PF13813	218
PF10011	22365
PF08660	549
PF11288	1378
PF07485	1483
PF10137	830
PF02681	730
PF03645	306
PF13871	953
PF01418	5463
PF11387	1454
PF01491	486
PF05018	481
PF04548	399
PF04556	2508
PF09003	618
PF03636	1518
PF12835	9597
PF09298	2144
PF10015	278
PF06527	1302
PF05368	8036
PF02735	671
PF09157	1973
PF06949	525
PF14657	268
PF10994	610
PF12852	2138
PF09519	484
PF04723	229
PF09611	778
PF06122	6970
PF13000	612
PF12773	564
PF07974	323
PF01187	671
PF14316	4081
PF03635	552
PF11056	761
PF07314	374
PF10107	1118
PF03657	1138
PF10098	365
PF09338	257
PF10135	2712
PF13179	1231
PF10800	258
PF12633	11677
PF07362	4552
PF09206	304
PF00193	976
PF14022	918
PF14335	1130
PF01603	800
PF04349	19787
PF06974	4692
PF14249	1717
PF14344	21690
PF06793	600
PF06005	1878
PF09481	1153
PF14079	1559
PF14883	2683
PF10706	577
PF13826	531
PF13783	1507
PF14322	5687
PF09954	521
PF06930	8984
PF04016	1247
PF13644	255
PF05322	261
PF01282	949
PF01868	1295
PF13707	980
PF11823	798
PF03180	7191
PF14106	831
PF04142	465
PF03767	16594
PF13282	601
PF13688	1239
PF00262	485
PF04411	1229
PF08532	594
PF06983	5674
PF00797	989
PF13488	458
PF02156	726
PF08016	311
PF13766	8953
PF02962	1432
PF07848	1058
PF12969	1776
PF06379	776
PF10634	440
PF01643	3799
PF04610	1195
PF14604	459
PF03074	493
PF09995	2628
PF01237	839
PF02975	796
PF09931	441
PF00620	501
PF06586	11887
PF12029	3204
PF02135	325
PF07055	1312
PF09866	2324
PF03265	400
PF04254	307
PF04505	1685
PF11840	12817
PF02373	537
PF14216	427
PF00094	436
PF09982	3695
PF00840	327
PF12617	1389
PF04950	1363
PF04208	1734
PF04999	4936
PF01229	373
PF13582	871
PF06791	166
PF04811	399
PF11369	938
PF00397	405
PF03552	505
PF12000	699
PF04344	4223
PF06824	847
PF06719	8836
PF11392	223
PF02338	395
PF12910	1117
PF07313	656
PF03168	446
PF05675	1499
PF06161	826
PF09924	2119
PF08351	1690
PF02140	230
PF07381	115
PF04308	424
PF12019	9604
PF01955	1295
PF03611	704
PF05843	458
PF08707	515
PF09224	340
PF01392	447
PF12293	627
PF00086	315
PF12759	2172
PF05939	783
PF11231	12781
PF11870	1307
PF02655	1762
PF06381	214
PF08883	463
PF09346	392
PF06397	1126
PF10274	402
PF04244	16169
PF07026	205
PF09990	721
PF14592	2488
PF03283	3592
PF04078	375
PF07370	490
PF04020	1001
PF01076	3123
PF08708	503
PF03993	8296
PF14367	1042
PF13872	1220
PF07102	569
PF05485	178
PF07534	451
PF09643	357
PF11604	13379
PF04253	1556
PF05455	441
PF13772	1151
PF12482	39
PF13041	900
PF02264	3835
PF05227	4609
PF11954	860
PF00703	6220
PF06176	1505
PF09413	4858
PF01853	555
PF10050	454
PF09562	883
PF09921	225
PF06912	2509
PF13629	485
PF11380	675
PF04200	306
PF08867	565
PF09932	4871
PF05594	884
PF11790	545
PF09938	2954
PF09846	135
PF12647	409
PF13568	10337
PF07452	27977
PF08635	221
PF02898	560
PF12890	214
PF12349	356
PF13030	505
PF13516	157
PF02181	222
PF05134	11208
PF07746	651
PF01469	203
PF04657	3005
PF03974	423
PF13345	18061
PF10335	8539
PF12893	3041
PF13785	305
PF05932	281
PF07506	401
PF00019	285
PF07858	651
PF14334	694
PF10043	5630
PF13515	9349
PF04555	369
PF04341	1259
PF06804	8988
PF12469	831
PF08511	699
PF13190	638
PF11684	375
PF07103	13196
PF13893	314
PF03564	115
PF00505	408
PF12906	549
PF06779	626
PF13436	417
PF13858	1672
PF11749	420
PF14310	1822
PF13575	235
PF06178	105
PF09867	398
PF06472	694
PF14542	2594
PF00100	231
PF03959	384
PF04475	587
PF13274	1051
PF02485	626
PF10816	738
PF08362	10442
PF13434	5095
PF01341	290
PF04407	954
PF10114	539
PF07131	211
PF11297	2651
PF02924	184
PF07655	3410
PF10091	958
PF12138	291
PF14114	2011
PF00095	194
PF02431	1195
PF01146	351
PF13115	866
PF07697	607
PF13894	415
PF06042	10763
PF12215	701
PF09839	12985
PF10983	108
PF07273	10740
PF05861	452
PF03869	2280
PF00613	276
PF02145	268
PF01775	615
PF11612	7780
PF11443	716
PF05028	378
PF01322	2866
PF05985	3082
PF10088	3673
PF07027	1045
PF13802	4263
PF00536	325
PF14329	2778
PF12320	6379
PF06577	624
PF03166	390
PF10881	4558
PF14321	2708
PF09324	84
PF01369	424
PF12843	4562
PF06516	19024
PF03022	3370
PF08461	1746
PF02830	1657
PF05190	650
PF09043	994
PF05580	475
PF02659	4751
PF11399	10806
PF12684	364
PF11009	964
PF04749	198
PF02487	149
PF09561	925
PF09732	196
PF07696	16143
PF07947	538
PF03148	323
PF13729	656
PF12724	1543
PF07007	1702
PF14054	1902
PF10324	255
PF03811	719
PF01316	2322
PF00439	655
PF05133	922
PF03389	3106
PF14811	345
PF05551	385
PF10211	402
PF05735	196
PF12912	742
PF14452	43
PF10758	134
PF05994	333
PF13163	238
PF07432	739
PF08148	471
PF08869	134
PF05066	766
PF06832	917
PF09832	643
PF02383	722
PF11748	393
PF07787	252
PF13252	486
PF09707	623
PF01044	323
PF00354	142
PF01591	706
PF01199	905
PF02057	504
PF03403	627
PF13530	226
PF06097	31308
PF06993	2671
PF06701	155
PF11348	2759
PF12792	4769
PF08359	3571
PF12756	451
PF05106	310
PF13456	555
PF08126	992
PF11927	875
PF00178	381
PF03793	1649
PF10517	338
PF04796	514
PF00373	558
PF00617	518
PF14026	410
PF06935	61
PF04071	558
PF00907	374
PF04659	195
PF09517	190
PF01302	401
PF09742	230
PF10520	492
PF04857	374
PF01443	1629
PF00810	390
PF11168	8212
PF11191	1059
PF07793	10313
PF04250	10768
PF06008	117
PF09916	7414
PF12635	479
PF10131	383
PF04677	424
PF01549	172
PF04391	526
PF14018	425
PF04054	381
PF01693	2352
PF01130	127
PF05103	578
PF02916	1279
PF04335	866
PF02369	6518
PF11426	31
PF01504	376
PF08445	890
PF01852	2592
PF05616	160
PF03637	466
PF02530	12700
PF03550	5833
PF03619	300
PF12822	511
PF03374	431
PF05768	2089
PF02207	278
PF02902	696
PF11731	499
PF08878	467
PF08002	424
PF06761	1529
PF13728	6349
PF05019	1114
PF14110	2879
PF03638	309
PF04252	262
PF04515	587
PF09202	641
PF08882	266
PF07707	217
PF08813	59
PF14858	62
PF13403	561
PF06685	192
PF00650	445
PF12134	438
PF08223	3814
PF09865	1323
PF09565	915
PF09445	1053
PF05130	5492
PF11520	266
PF05141	176
PF03332	623
PF13493	512
PF11880	347
PF06023	526
PF04652	621
PF10688	19076
PF10143	245
PF11740	1380
PF00349	341
PF11755	296
PF08592	216
PF13779	595
PF01763	148
PF00642	336
PF06858	305
PF08398	221
PF05123	642
PF10029	3350
PF04273	3032
PF11459	1455
PF10056	221
PF13972	9461
PF14107	4057
PF02150	323
PF13964	2608
PF05621	1989
PF06794	2869
PF01105	352
PF12651	158
PF07970	292
PF14124	314
PF13923	331
PF00325	826
PF03846	719
PF05879	195
PF03643	490
PF01294	378
PF10462	618
PF05023	534
PF09258	330
PF14511	1106
PF07494	4953
PF13228	363
PF01652	607
PF06007	420
PF05155	961
PF00018	350
PF11215	7069
PF06199	453
PF12810	524
PF02413	202
PF12080	1696
PF14323	669
PF07411	2224
PF14685	703
PF03413	737
PF14779	93
PF00362	145
PF04964	217
PF10677	2064
PF13810	338
PF12945	2048
PF06079	86
PF13868	149
PF12102	833
PF13006	12365
PF01247	469
PF13761	190
PF06977	647
PF07382	234
PF11230	310
PF11233	707
PF03155	496
PF12576	3936
PF06727	275
PF04592	125
PF00396	234
PF04167	250
PF03686	457
PF02870	1176
PF01822	200
PF09130	138
PF09609	252
PF09845	111
PF02991	965
PF09299	625
PF03639	705
PF04025	656
PF08214	186
PF11150	390
PF06662	217
PF14200	257
PF02302	1038
PF02134	316
PF08547	3024
PF02486	2022
PF03851	547
PF09823	1296
PF03165	109
PF05679	204
PF01184	1334
PF00806	206
PF03173	157
PF05525	10659
PF12805	4215
PF13773	156
PF11383	140
PF09350	451
PF11846	883
PF04306	2374
PF00055	242
PF13912	224
PF04454	94
PF09327	857
PF00509	1420
PF04131	326
PF04956	4552
PF08005	126
PF09485	221
PF01186	345
PF14355	1085
PF10508	161
PF06906	401
PF00249	543
PF08244	190
PF14706	213
PF14245	164
PF01876	914
PF09919	175
PF09210	501
PF11551	1067
PF05763	431
PF10988	2461
PF11949	22095
PF02863	2326
PF05315	644
PF11058	155
PF02593	2408
PF04393	152
PF09568	1313
PF10601	166
PF14213	538
PF03151	438
PF00788	222
PF09697	961
PF11958	373
PF13011	377
PF13569	192
PF13464	2166
PF02672	172
PF06013	275
PF11281	195
PF14390	675
PF04247	4904
PF08379	2517
PF01289	213
PF04258	708
PF03662	393
PF12678	373
PF13012	259
PF02263	565
PF04985	247
PF09116	301
PF02854	449
PF15140	225
PF09348	230
PF13870	253
PF07449	588
PF06064	178
PF04033	139
PF13160	108
PF07433	936
PF11742	762
PF13977	5404
PF14871	297
PF09572	182
PF06022	94
PF09356	115
PF05076	185
PF07130	4256
PF10597	211
PF12122	5591
PF09374	2558
PF07437	1417
PF00569	334
PF05631	300
PF05166	1986
PF13512	1189
PF14128	960
PF01306	1741
PF03178	454
PF05257	923
PF13965	215
PF00640	254
PF11169	144
PF04184	151
PF07986	240
PF14067	340
PF09233	998
PF14451	893
PF11143	6000
PF10041	330
PF02720	249
PF07896	318
PF04017	945
PF00504	886
PF14117	974
PF12768	207
PF02669	1446
PF06744	533
PF14744	246
PF09607	56
PF10927	534
PF10066	536
PF05091	415
PF00305	390
PF08798	362
PF11294	476
PF01340	3545
PF02204	185
PF00961	316
PF00387	188
PF14351	896
PF12722	231
PF09988	135
PF12256	373
PF07847	184
PF13898	115
PF03034	216
PF08933	320
PF03724	2011
PF09985	878
PF11290	271
PF02560	3551
PF09950	78
PF06484	95
PF07166	292
PF01893	771
PF07881	1078
PF02301	256
PF06902	1340
PF01410	64
PF13236	187
PF03682	307
PF09636	204
PF02170	149
PF11393	276
PF08000	6054
PF04224	9017
PF13954	1431
PF12487	5173
PF08814	94
PF11795	360
PF07289	299
PF09618	430
PF07779	263
PF11539	129
PF04712	228
PF04502	229
PF05007	1224
PF09700	648
PF11197	2367
PF00787	477
PF09623	544
PF02008	223
PF06812	222
PF09665	386
PF09418	328
PF01359	155
PF06027	216
PF03351	182
PF10719	3110
PF01756	227
PF11999	43
PF09538	307
PF13630	347
PF02256	672
PF08021	6904
PF04353	4480
PF11134	67
PF00302	321
PF01167	232
PF03280	1493
PF07081	420
PF04957	2455
PF09842	5381
PF09941	116
PF02862	131
PF06702	277
PF10269	186
PF09670	919
PF11743	4829
PF12035	173
PF14348	9992
PF10596	320
PF09622	342
PF10915	106
PF09479	237
PF10423	400
PF07840	4611
PF10130	409
PF08797	454
PF01470	537
PF02914	87
PF11655	337
PF11922	283
PF04352	3370
PF08123	219
PF06291	290
PF13554	1069
PF03895	3525
PF04954	7301
PF09098	1943
PF05506	2334
PF08613	323
PF09999	148
PF09752	232
PF14467	6571
PF11738	2762
PF14305	437
PF11276	1183
PF12501	1585
PF01085	82
PF07615	2783
PF10086	81
PF01778	148
PF06838	625
PF13084	362
PF04222	4155
PF06500	443
PF07177	116
PF06339	1117
PF06776	293
PF10082	8837
PF11812	1871
PF12915	10534
PF04409	1761
PF10094	333
PF08082	208
PF07788	219
PF04147	203
PF14362	4171
PF09087	2080
PF04277	2954
PF13617	518
PF09733	3250
PF07694	6728
PF14400	1357
PF03381	302
PF07099	947
PF02077	180
PF06674	2058
PF05129	127
PF09891	2179
PF13239	7396
PF00261	443
PF03097	264
PF09012	367
PF00339	219
PF06170	780
PF12654	557
PF06044	1236
PF06165	994
PF07155	536
PF04628	131
PF08400	56
PF11663	571
PF03281	118
PF01582	362
PF03018	45
PF08875	1154
PF05216	252
PF14836	27
PF14121	7527
PF06732	194
PF09883	176
PF05739	249
PF01421	146
PF03353	78
PF02815	268
PF05052	72
PF13506	430
PF03192	249
PF07675	301
PF09337	181
PF01033	134
PF02450	376
PF12821	5990
PF02259	363
PF01530	46
PF07024	213
PF09730	1131
PF10255	170
PF10077	145
PF11398	380
PF03704	270
PF04183	4654
PF11931	169
PF02141	330
PF03613	487
PF07864	286
PF12779	76
PF03299	119
PF11894	248
PF10754	512
PF13708	834
PF02257	138
PF13706	4794
PF11101	22635
PF08337	134
PF06205	561
PF00292	266
PF13600	160
PF06141	40
PF10191	109
PF04492	147
PF01007	297
PF06289	183
PF00638	293
PF10756	67
PF04994	163
PF14192	129
PF14253	145
PF01413	131
PF07699	314
PF07606	1939
PF13100	4212
PF07585	123
PF05719	299
PF12083	57
PF04722	165
PF07701	273
PF06707	284
PF11871	10716
PF14204	369
PF05309	7808
PF04852	27
PF09500	7416
PF03201	813
PF14598	88
PF07745	798
PF04511	297
PF11809	127
PF06990	159
PF08892	11949
PF01233	263
PF09226	713
PF03817	1083
PF07833	444
PF04666	174
PF12473	129
PF02820	180
PF13913	118
PF03860	523
PF14000	37
PF02605	148
PF02376	120
PF03407	565
PF00780	475
PF14864	786
PF12281	201
PF11911	4727
PF00335	176
PF11190	63
PF04146	198
PF07178	3970
PF09297	1959
PF07393	301
PF12167	1038
PF07271	213
PF14393	605
PF14652	293
PF11188	160
PF03134	154
PF05124	1868
PF05653	415
PF06956	1064
PF11860	165
PF00419	3115
PF08670	724
PF04609	2294
PF09617	297
PF00609	135
PF10679	5611
PF08022	632
PF10585	289
PF14587	100
PF12674	220
PF03209	270
PF07704	45
PF07813	6931
PF03256	190
PF09549	241
PF14243	47
PF04336	5550
PF07553	195
PF05045	407
PF11285	270
PF14261	177
PF05208	227
PF02110	2562
PF04922	131
PF14259	346
PF07716	176
PF14222	144
PF12644	256
PF04074	866
PF01679	2318
PF00688	198
PF11219	7680
PF12953	486
PF00553	161
PF01153	88
PF07476	220
PF12573	138
PF08570	783
PF15070	39
PF14834	629
PF04304	4655
PF06805	877
PF04762	208
PF12317	146
PF14020	1046
PF12864	813
PF01030	68
PF08908	17667
PF07258	128
PF06209	68
PF14395	75
PF02847	181
PF06047	138
PF03956	1366
PF02992	128
PF08173	746
PF06295	1685
PF02319	150
PF14328	341
PF09737	127
PF14519	241
PF09824	219
PF00777	125
PF07042	142
PF14713	192
PF03644	148
PF03621	270
PF13924	311
PF07002	314
PF04479	394
PF08348	539
PF01095	5406
PF03707	7735
PF10123	334
PF02838	1206
PF08389	274
PF13670	7431
PF09920	162
PF09991	629
PF09862	365
PF09508	410
PF10013	3018
PF06356	1124
PF13930	278
PF02137	235
PF05470	287
PF13587	1732
PF06490	2660
PF12418	3082
PF13448	818
PF10370	225
PF09515	141
PF11438	52
PF13015	81
PF06962	225
PF05725	267
PF10128	307
PF01031	513
PF03388	222
PF00858	147
PF01901	1564
PF08894	423
PF05093	124
PF12359	69
PF02467	1761
PF05903	157
PF10671	3729
PF12951	299
PF06728	262
PF04891	27
PF02822	115
PF13172	4107
PF02061	79
PF05183	119
PF11848	169
PF06119	2663
PF05002	118
PF08394	221
PF09772	151
PF07742	115
PF02656	253
PF04450	151
PF06627	349
PF09524	515
PF07845	125
PF08771	74
PF12972	377
PF08874	265
PF11456	98
PF09735	147
PF07520	253
PF00641	444
PF08263	189
PF12790	463
PF05191	324
PF07515	302
PF01845	8498
PF09949	1945
PF10052	1001
PF05284	846
PF04046	81
PF09506	117
PF09979	82
PF08020	217
PF00616	201
PF04036	168
PF06098	174
PF13513	255
PF09380	175
PF02293	487
PF09840	670
PF08490	115
PF14081	385
PF13309	324
PF06419	160
PF01789	95
PF13811	266
PF01414	41
PF15619	51
PF01299	49
PF07105	128
PF11170	20
PF11804	71
PF06763	52
PF04109	187
PF01365	250
PF09070	53
PF04188	190
PF04207	923
PF08235	160
PF00784	137
PF13636	325
PF08787	2931
PF02112	1754
PF08433	1285
PF04910	140
PF06316	86
PF09416	169
PF00837	149
PF01697	181
PF11187	55
PF06456	145
PF10972	13311
PF14219	2422
PF12693	6036
PF05495	310
PF02793	70
PF02018	4939
PF10234	97
PF12412	1349
PF05241	109
PF05532	4267
PF10607	176
PF09651	421
PF05069	388
PF04400	1794
PF03348	257
PF02984	155
PF13757	29
PF03718	115
PF05377	62
PF10409	82
PF04970	553
PF12717	174
PF07372	209
PF03714	3002
PF05974	310
PF04815	169
PF02909	84
PF04082	3268
PF10106	2283
PF14436	45
PF12815	135
PF11153	1217
PF06433	309
PF06862	165
PF00172	960
PF10557	236
PF09142	319
PF03152	212
PF14326	552
PF12931	166
PF14014	5433
PF11909	90
PF04883	448
PF08901	1239
PF02121	137
PF09458	4849
PF04153	142
PF04005	91
PF04206	1426
PF05291	330
PF07539	24
PF10136	1845
PF01088	331
PF08295	50
PF07542	288
PF04218	109
PF01629	292
PF05420	3551
PF12763	202
PF02702	1784
PF13712	693
PF09440	53
PF05280	5942
PF01536	216
PF08468	7450
PF11746	314
PF08859	250
PF05186	79
PF08491	394
PF13777	595
PF05818	161
PF05996	409
PF05287	83
PF07330	225
PF04967	134
PF07162	180
PF11051	100
PF14857	99
PF09868	126
PF07159	364
PF00191	171
PF11708	177
PF06102	153
PF12783	185
PF09620	168
PF08246	93
PF03366	117
PF03226	177
PF07323	160
PF06300	504
PF13716	153
PF08364	526
PF04114	105
PF03493	105
PF11004	86
PF01150	257
PF11304	407
PF04733	162
PF09019	1016
PF06814	179
PF12392	196
PF01716	154
PF11858	123
PF08409	86
PF09933	57
PF08354	48
PF04755	182
PF08211	153
PF11666	8176
PF07738	89
PF05914	67
PF12441	626
PF03164	182
PF05704	509
PF07023	3064
PF02437	124
PF09869	742
PF07233	347
PF02260	100
PF13828	126
PF07369	52
PF13250	1415
PF11363	513
PF01125	185
PF05419	138
PF13296	1264
PF12999	147
PF04415	1061
PF10093	813
PF10475	91
PF04765	222
PF05753	128
PF00139	560
PF09910	228
PF05929	82
PF08346	110
PF06163	186
