frequency	superkingdom	phylum	class	order	family	genus	species
1.4e-05	Bacteria	Cyanobacteria	Unknown Cyanobacteria	Oscillatoriales	Unknown Oscillatoriales	Oscillatoria	Oscillatoria nigro-viridis
1.2e-05	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter pseudethanolicus
0.003819	Archaea	Thaumarchaeota	Unknown Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	Candidatus Nitrososphaera gargensis
0.000256	Archaea	Korarchaeota	Unknown Korarchaeota	Unknown Unknown Korarchaeota	Unknown Unknown Unknown Korarchaeota	Candidatus Korarchaeum	Candidatus Korarchaeum cryptofilum
1.2e-05	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Tepidanaerobacter	Tepidanaerobacter acetatoxydans
5.4e-05	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus gobiensis
0.002219	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Unknown Bacteroidales	Candidatus Azobacteroides	Candidatus Azobacteroides pseudotrichonymphae
7.8e-05	Bacteria	Verrucomicrobia	Unknown Verrucomicrobia	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	Methylacidiphilum infernorum
1.7e-05	Bacteria	Dictyoglomi	Dictyoglomia	Dictyoglomales	Dictyoglomaceae	Dictyoglomus	Dictyoglomus turgidum
7.1e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pelagibacterium	Pelagibacterium halotolerans
0.000476	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	Phycisphaera mikurensis
0.000812	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Aromatoleum	Aromatoleum aromaticum
8.1e-05	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Filobasidiella	Cryptococcus gattii
0.000835	Bacteria	Chloroflexi	Dehalococcoidia	Unknown Dehalococcoidia	Unknown Unknown Dehalococcoidia	Dehalogenimonas	Dehalogenimonas lykanthroporepellens
2.5e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Candidatus Liberibacter	Candidatus Liberibacter solanacearum
3.8e-05	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus	Acidianus hospitalis
1.2e-05	Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella	Methanocella paludicola
0.000953	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unknown Rhizobiales	Candidatus Hodgkinia	Candidatus Hodgkinia cicadicola
4.1e-05	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium maris
0.004729	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter necessarius
0.000116	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium extorquens group
1.1e-05	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter mathranii
0.00111	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	Ignavibacterium album
2.6e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium opportunistum
0.000235	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Blattabacteriaceae	Blattabacterium	Blattabacterium sp. (Blattella germanica)
1.8e-05	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseus group
2.1e-05	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Amycolicicoccus	Amycolicicoccus subflavus
3.0e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas citri group
0.002484	Bacteria	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	Sulfuricella	Sulfuricella denitrificans
2.6e-05	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Fibrella	Fibrella aestuarina
0.00082	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Kosmotoga	Kosmotoga olearia
0.000114	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp. oral taxon 299
0.000144	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis group
5.3e-05	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus casei group
0.000139	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Leptospirillum	Leptospirillum sp. Group I
0.001018	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma mycoides group
6.2e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella noatunensis
0.000266	Bacteria	Acidobacteria	Unknown Acidobacteria	Unknown Unknown Acidobacteria	Unknown Unknown Unknown Acidobacteria	Candidatus Koribacter	Candidatus Koribacter versatilis
4.6e-05	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Mycobacterium chelonae group
0.001523	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Unknown Flavobacteriales	Unknown Unknown Flavobacteriales	Candidatus Uzinura diaspidicola
6.5e-05	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus anginosus group
0.000187	Archaea	Crenarchaeota	Thermoprotei	Fervidicoccales	Fervidicoccaceae	Fervidicoccus	Fervidicoccus fontis
0.000101	Bacteria	Caldiserica	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum	Caldisericum exile
0.0	Viruses	Unknown Unknown Viruses	Unknown Unknown Unknown Viruses	Nidovirales	Coronaviridae	Betacoronavirus	Betacoronavirus 1
6.0e-05	Bacteria	Firmicutes	Clostridia	Clostridiales	Unknown Clostridiales	Unknown Unknown Clostridiales	Clostridiales genomosp. BVAB3
1.6e-05	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	Caldicellulosiruptor obsidiansis
0.000386	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio harveyi group
9.4e-05	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax ebreus
5.3e-05	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumigatus
0.022647	Bacteria	Proteobacteria	Alphaproteobacteria	Unknown Alphaproteobacteria	Unknown Unknown Alphaproteobacteria	Candidatus Puniceispirillum	Candidatus Puniceispirillum marinum
1.4e-05	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Thermincola	Thermincola potens
2.8e-05	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Terriglobus	Terriglobus saanensis
5.6e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio piezophilus
0.000285	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula	Methanoregula formicica
0.000823	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Candidatus Zinderia	Candidatus Zinderia insecticola
2.9e-05	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus	Desulfosporosinus acidiphilus
0.002088	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter calcoaceticus/baumannii complex
1.3e-05	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobacter	Caldanaerobacter subterraneus
5.1e-05	Bacteria	Chrysiogenetes	Chrysiogenetes	Chrysiogenales	Chrysiogenaceae	Desulfurispirillum	Desulfurispirillum indicum
3.2e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas posidonica
2.2e-05	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella mallensis
5.7e-05	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella tundricola
7.2e-05	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma parvum
4.3e-05	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta moutnovskia
5.3e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Unknown Alphaproteobacteria	Unknown Unknown Alphaproteobacteria	Unknown Unknown Unknown Alphaproteobacteria	Polymorphum gilvum
0.002533	Bacteria	Proteobacteria	Betaproteobacteria	Unknown Betaproteobacteria	Unknown Unknown Betaproteobacteria	Kinetoplastibacterium	Candidatus Kinetoplastibacterium oncopeltii
1.4e-05	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Verrucosispora	Verrucosispora maris
0.000105	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera cuprina
0.000332	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus yayanosii
0.000352	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter adhaerens
7.3e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio sulfidophilus
0.000245	Eukaryota	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zymoseptoria	Zymoseptoria tritici
5.5e-05	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Candidatus Moranella	Candidatus Moranella endobia
4.4e-05	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylotenera	Methylotenera versatilis
0.023658	Archaea	Thaumarchaeota	Unknown Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosoarchaeum	Candidatus Nitrosoarchaeum koreensis
0.000711	Bacteria	Proteobacteria	Alphaproteobacteria	Magnetococcales	Magnetococcaceae	Magnetococcus	Magnetococcus marinus
6.1e-05	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	belli group
8.4e-05	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta	Sphaerochaeta globosa
4.3e-05	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta	Sphaerochaeta pleomorpha
0.004071	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	Melioribacter	Melioribacter roseus
0.001066	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter oleivorans
0.000522	Bacteria	Proteobacteria	Betaproteobacteria	Unknown Betaproteobacteria	Unknown Unknown Betaproteobacteria	Candidatus Nasuia	Candidatus Nasuia deltocephalinicola
3.6e-05	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus champanellensis
2.9e-05	Bacteria	Cyanobacteria	Unknown Cyanobacteria	Chroococcales	Unknown Chroococcales	Chamaesiphon	Chamaesiphon minutus
1.6e-05	Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella	Methanocella conradii
1.4e-05	Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella	Methanocella arvoryzae
0.000107	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium tumefaciens complex
9.2e-05	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Mesotoga	Mesotoga prima
0.000372	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius	Thermogladius cellulolyticus
2.4e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter daltonii
0.004126	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Octadecabacter	Octadecabacter antarcticus
0.004098	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Candidatus Endolissoclinum	Candidatus Endolissoclinum faulkneri
0.000125	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Candidatus Liberibacter	Liberibacter crescens
0.002753	Archaea	Euryarchaeota	Unknown Euryarchaeota	Unknown Unknown Euryarchaeota	Unknown Unknown Unknown Euryarchaeota	Candidatus Methanomethylophilus	Candidatus Methanomethylophilus alvus
0.000165	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacterium	Thermodesulfobacterium geofontis
0.000883	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sulfaticallidus
0.00879	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Cycloclasticus	Cycloclasticus zancles
0.003996	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Spiribacter	Spiribacter salinus
0.000142	Archaea	Euryarchaeota	Methanomicrobia	Unknown Methanomicrobia	Unknown Unknown Methanomicrobia	Methanomassiliicoccus	Candidatus Methanomassiliicoccus intestinalis
0.000184	Bacteria	Cyanobacteria	Gloeobacteria	Gloeobacterales	Unknown Gloeobacterales	Gloeobacter	Gloeobacter kilaueensis
2.0e-06	Viruses	Unknown Unknown Viruses	Unknown Unknown Unknown Viruses	Caudovirales	Unknown Caudovirales	Unknown Unknown Caudovirales	Unknown Unknown Unknown Caudovirales
3.0e-06	Viruses	Unknown Unknown Viruses	Unknown Unknown Unknown Viruses	Caudovirales	Myoviridae	Bcepmulikevirus	Unknown Bcepmulikevirus
8.0e-06	Viruses	Unknown Unknown Viruses	Unknown Unknown Unknown Viruses	Caudovirales	Myoviridae	Mulikevirus	Unknown Mulikevirus
0.0	Viruses	Unknown Unknown Viruses	Unknown Unknown Unknown Viruses	Unknown Unknown Unknown Unknown Viruses	Poxviridae	Yatapoxvirus	Unknown Yatapoxvirus
1.0e-06	Viruses	Unknown Unknown Viruses	Unknown Unknown Unknown Viruses	Unknown Unknown Unknown Unknown Viruses	Poxviridae	Parapoxvirus	Unknown Parapoxvirus
0.0	Viruses	Unknown Unknown Viruses	Unknown Unknown Unknown Viruses	Unknown Unknown Unknown Unknown Viruses	Poxviridae	Molluscipoxvirus	Molluscum contagiosum virus
0.013882	VMG	VMG	VMG	VMG	VMG	VMG	VIRALSTROMATOLITE_SMPL_SRX000209_RMSTROMCCMEXVIR072205
